gender,star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro
2.0,3.0,2.0,169.99999955296516,57.00000002980232,3.0,124.7238352894783,478.7173157930374,3.530175943672657,
2.0,9.0,2.0,167.99999952316284,64.42331224679947,2.0,124.7238352894783,579.999996945262,3.530175943672657,I am quite.
2.0,1.0,1.0,165.0000002682209,64.42331224679947,5.0,130.00000417232513,541.9999846816063,3.530175943672657,Beautiful
2.0,7.0,2.0,163.9999994635582,52.000000327825546,3.0,180.0000011920929,300.00000447034836,0.9999999672174454,Beautiful and smart
2.0,6.0,2.0,167.99999952316284,55.00000014901161,2.0,180.0000011920929,300.00000447034836,3.530175943672657,
2.0,12.0,2.0,170.5798519551754,60.00000089406967,3.0,200.0,160.00000823289156,3.530175943672657,Brilliant
1.0,11.0,2.0,167.99999952316284,53.0000002682209,3.0,100.00000149011612,300.00000447034836,2.5000000722706317,Work hard play hard
2.0,3.0,1.0,163.00000023841858,52.000000327825546,5.0,124.7238352894783,1200.0000178813934,3.530175943672657,Q
1.0,2.0,2.0,175.0000004172325,75.0,5.0,50.0,199.99999713152647,0.9999999672174454,I am so handsome
1.0,9.0,2.0,169.00000032782555,75.0,1.0,124.7238352894783,0.0,3.530175943672657,I just wanna run.
1.0,9.0,2.0,169.00000032782555,75.0,3.0,90.00000208616257,0.0,3.530175943672657,I just wanna run.
1.0,10.0,2.0,170.5798519551754,60.00000089406967,3.0,124.7238352894783,403.99998262524605,0.3699999863281846,Surprising
1.0,10.0,1.0,170.5798519551754,55.00000014901161,3.0,199.00000095367432,611.000020802021,0.0,
1.0,10.0,1.0,161.99999943375587,43.00000008195639,5.0,180.0000011920929,478.7173157930374,3.530175943672657,handsome
1.0,10.0,1.0,170.5798519551754,64.42331224679947,5.0,100.00000149011612,49.99999928288162,3.530175943672657,Fake
1.0,7.0,2.0,175.0000004172325,64.42331224679947,5.0,124.7238352894783,478.7173157930374,3.530175943672657,I am fine thank u
2.0,7.0,2.0,170.5798519551754,48.000000044703484,2.0,124.7238352894783,478.7173157930374,3.9999998688697818,tired
2.0,11.0,1.0,163.00000023841858,48.000000044703484,2.0,124.7238352894783,249.99999202787876,3.9999998688697818,tired
1.0,11.0,2.0,165.0000002682209,64.42331224679947,2.0,105.0000011920929,799.9999885261059,2.999999901652336,
1.0,7.0,2.0,169.00000032782555,73.00000011920929,5.0,105.0000011920929,66.99999807402492,1.7000000059604645,Lazy
1.0,4.0,1.0,175.0000004172325,80.00000178813934,4.0,120.00000029802322,499.9999840557575,0.1870000091381371,
1.0,7.0,1.0,175.0000004172325,50.000000447034836,5.0,100.00000149011612,468.99999529123306,10.000000289082527,I am fakes' fans
1.0,7.0,1.0,173.0000003874302,74.00000005960464,1.0,180.0000011920929,600.0000089406967,5.000000144541263,Hi
1.0,7.0,2.0,167.00000029802322,48.000000044703484,3.0,51.00000002421439,637.9999861121178,0.9999999672174454,Go big or go home
1.0,1.0,1.0,171.9999995827675,60.00000089406967,2.0,150.00000298023224,499.9999840557575,20.000000578165054,
1.0,7.0,2.0,171.9999995827675,80.00000178813934,3.0,120.00000029802322,49.99999928288162,0.0,interesting
1.0,7.0,2.0,171.9999995827675,58.00000101327896,3.0,200.0,478.7173157930374,3.530175943672657,Boring
1.0,12.0,1.0,169.99999955296516,70.00000029802322,1.0,124.7238352894783,1699.9999317526817,3.530175943672657,Karma
1.0,11.0,2.0,174.0000011920929,65.00000059604645,2.0,87.00000047683716,399.0000059455633,3.530175943672657,handsome
1.0,7.0,2.0,171.9999995827675,62.00000077486038,5.0,98.99999797344208,300.00000447034836,0.09999999864958227,Good
1.0,2.0,1.0,163.00000023841858,65.00000059604645,2.0,100.00000149011612,323.0000165104866,1.9999999344348909,i‘m lazy.
2.0,7.0,2.0,165.99999949336052,64.42331224679947,5.0,180.0000011920929,594.0000088512897,16.290000557899475,Good at listen to other
1.0,3.0,2.0,170.5798519551754,80.00000178813934,3.0,124.7238352894783,0.0,3.530175943672657,
1.0,5.0,1.0,176.99999886751175,55.00000014901161,3.0,140.0000035762787,813.9999653398991,3.530175943672657,
1.0,7.0,1.0,170.5798519551754,60.00000089406967,3.0,87.00000047683716,333.0000049620867,9.799999925494195,No
1.0,8.0,2.0,179.99999970197678,65.00000059604645,2.0,110.99999994039536,456.0000067949295,3.530175943672657,I am kind
2.0,7.0,2.0,160.0000001937151,64.00000065565109,3.0,95.00000178813934,286.9999984279275,3.530175943672657,A girl.
1.0,10.0,2.0,167.99999952316284,57.00000002980232,4.0,100.00000149011612,478.7173157930374,0.08199999947100878,despair
1.0,12.0,1.0,170.5798519551754,64.42331224679947,3.0,87.00000047683716,0.0,0.0,Ah
1.0,6.0,2.0,184.99999898672104,64.42331224679947,3.0,87.00000047683716,478.7173157930374,3.530175943672657,
1.0,8.0,2.0,167.00000029802322,64.42331224679947,5.0,120.00000029802322,99.99999856576324,0.9999999672174454,Good
2.0,7.0,2.0,179.00000047683716,70.00000029802322,3.0,87.99999952316284,120.00000178813934,3.530175943672657,Show me the money!
1.0,12.0,1.0,170.5798519551754,84.99999940395355,4.0,120.00000029802322,478.7173157930374,1.9999999344348909,
1.0,12.0,2.0,170.5798519551754,80.00000178813934,3.0,180.0000011920929,999.999968111515,20.000000578165054,smart and handson
1.0,7.0,1.0,171.9999995827675,73.00000011920929,1.0,200.0,478.7173157930374,3.530175943672657,lol
2.0,6.0,1.0,161.99999943375587,64.42331224679947,3.0,124.7238352894783,799.9999885261059,3.9999998688697818,Fintech
1.0,7.0,2.0,178.00000125169754,67.00000047683716,3.0,125.0,600.0000089406967,0.4999999836087227,Happy
1.0,5.0,2.0,179.99999970197678,82.99999952316284,3.0,124.7238352894783,49.99999928288162,3.530175943672657,try everything
1.0,9.0,2.0,175.0000004172325,70.00000029802322,3.0,110.99999994039536,0.9999999692081474,20.000000578165054,"Luke, I am Your Father"
2.0,12.0,1.0,155.0000001192093,53.0000002682209,5.0,100.00000149011612,300.00000447034836,0.9999999672174454,BlingBling
1.0,5.0,2.0,179.99999970197678,75.0,2.0,124.7238352894783,499.9999840557575,5.000000144541263,I'm boring man.
1.0,6.0,1.0,170.5798519551754,65.00000059604645,4.0,87.00000047683716,199.99999713152647,10.000000289082527,prefect
1.0,10.0,1.0,163.9999994635582,71.00000023841858,1.0,95.00000178813934,150.00000223517418,20.000000578165054,I love fishing.
1.0,6.0,2.0,169.99999955296516,60.00000089406967,4.0,120.00000029802322,649.9999862909317,3.530175943672657,
2.0,9.0,1.0,160.0000001937151,64.42331224679947,3.0,124.7238352894783,535.9999845921993,10.000000289082527,Marginalized
2.0,7.0,1.0,156.00000013411045,48.000000044703484,2.0,180.0000011920929,99.99999856576324,3.530175943672657,Open mind
1.0,5.0,2.0,169.99999955296516,64.42331224679947,3.0,98.99999797344208,99.00000147521496,10.000000289082527,busy
1.0,2.0,1.0,167.99999952316284,73.00000011920929,3.0,180.0000011920929,478.7173157930374,7.9999997377395635,
1.0,7.0,1.0,171.9999995827675,64.42331224679947,3.0,124.7238352894783,478.7173157930374,0.9999999672174454,
1.0,7.0,2.0,169.99999955296516,70.00000029802322,4.0,124.7238352894783,499.9999840557575,3.530175943672657,Simple
1.0,12.0,1.0,173.0000003874302,70.00000029802322,5.0,100.00000149011612,199.99999713152647,0.0,IMMGT
1.0,1.0,1.0,175.0000004172325,82.00000166893005,2.0,90.00000208616257,300.00000447034836,0.19999999729916454,I'm so cute
1.0,6.0,1.0,173.0000003874302,63.00000071525574,4.0,124.7238352894783,478.7173157930374,5.999999803304672,Humorous person
1.0,6.0,1.0,173.0000003874302,64.42331224679947,4.0,124.7238352894783,478.7173157930374,5.999999803304672,Humorous person
1.0,7.0,1.0,182.00000131130219,75.0,1.0,120.00000029802322,20.000001029111445,3.530175943672657,hello world
2.0,7.0,2.0,160.0000001937151,50.000000447034836,2.0,100.00000149011612,49.99999928288162,2.999999901652336,I am a nervous person.
2.0,4.0,2.0,160.0000001937151,64.42331224679947,3.0,144.9999988079071,138.00000205636024,3.9999998688697818,Old
2.0,3.0,2.0,161.00000020861626,80.00000178813934,2.0,110.00000089406967,150.00000223517418,2.999999901652336,
1.0,4.0,1.0,170.5798519551754,65.00000059604645,3.0,87.00000047683716,986.9999796152115,3.530175943672657,
1.0,2.0,1.0,170.5798519551754,64.42331224679947,4.0,187.0000034570694,478.7173157930374,3.530175943672657,Fuck you
2.0,12.0,1.0,165.0000002682209,64.42331224679947,3.0,110.00000089406967,899.0000250935555,1.9999999344348909,I am a good people
1.0,1.0,2.0,161.99999943375587,50.000000447034836,2.0,124.7238352894783,1234.000041782856,3.530175943672657,handsome
1.0,6.0,1.0,170.5798519551754,74.00000005960464,3.0,200.0,478.7173157930374,1.9999999344348909,
2.0,4.0,2.0,155.0000001192093,64.42331224679947,4.0,180.0000011920929,300.00000447034836,0.0,Human.
1.0,6.0,2.0,170.5798519551754,64.42331224679947,3.0,123.00000190734863,123.00000183284283,3.530175943672657,one sentence
1.0,11.0,2.0,178.00000125169754,68.00000041723251,5.0,120.00000029802322,1099.9999929964542,0.09999999864958227,Gentle
1.0,12.0,1.0,175.99999964237213,64.00000065565109,4.0,100.00000149011612,120.00000178813934,5.000000144541263,
1.0,6.0,2.0,178.00000125169754,55.00000014901161,4.0,50.0,0.0,3.530175943672657,Dank
1.0,1.0,2.0,169.87000006437302,64.42331224679947,3.0,133.00000131130219,222.00000330805779,3.530175943672657,viewer
1.0,9.0,2.0,169.99999955296516,65.00000059604645,2.0,124.00000095367432,150.00000223517418,0.9999999672174454,
1.0,7.0,1.0,170.5798519551754,82.99999952316284,3.0,147.99999594688416,478.7173157930374,20.7,Incredible
1.0,4.0,2.0,171.9999995827675,68.00000041723251,3.0,124.7238352894783,529.9999845027924,3.530175943672657,GGININDER
1.0,9.0,1.0,170.5798519551754,66.0000005364418,3.0,124.7238352894783,478.7173157930374,3.530175943672657,Family
2.0,4.0,1.0,158.00000016391277,60.00000089406967,2.0,134.99999940395355,478.7173157930374,0.9999999672174454,Brilliant
1.0,12.0,1.0,170.5798519551754,50.000000447034836,3.0,130.00000417232513,399.99999426305294,3.530175943672657,A man likes to dream.
1.0,10.0,1.0,175.99999964237213,64.42331224679947,2.0,100.00000149011612,799.9999885261059,0.9999999672174454,Cool
1.0,6.0,2.0,178.00000125169754,64.42331224679947,4.0,180.0000011920929,511.99998423457146,0.8700000084936619,"I'm a super cool rapper, yo."
1.0,3.0,2.0,170.5798519551754,55.00000014901161,4.0,110.00000089406967,865.9999895095825,1.9999999344348909,
1.0,7.0,1.0,170.5798519551754,64.42331224679947,4.0,87.99999952316284,399.99999426305294,0.009999999744468368,
1.0,1.0,2.0,173.0000003874302,69.00000035762787,4.0,120.00000029802322,279.9999924749136,1.9999999344348909,I am geek.
1.0,5.0,1.0,167.99999952316284,70.00000029802322,3.0,120.00000029802322,399.99999426305294,3.530175943672657,Show me what you got?
1.0,7.0,2.0,175.0000004172325,61.00000083446503,3.0,87.00000047683716,1031.0000270605087,3.530175943672657,Amazing
1.0,7.0,1.0,165.0000002682209,62.00000077486038,3.0,87.00000047683716,300.00000447034836,0.8700000084936619,Nihilisim
1.0,5.0,1.0,165.0000002682209,62.00000077486038,3.0,87.00000047683716,300.00000447034836,0.8700000084936619,Nihilisim
1.0,7.0,2.0,175.99999964237213,60.00000089406967,3.0,100.00000149011612,478.7173157930374,0.0,Very handsome.
2.0,7.0,1.0,167.99999952316284,64.42331224679947,4.0,124.7238352894783,799.9999885261059,4.100000050663948,Never say never
1.0,7.0,2.0,169.99999955296516,49.00000050663948,1.0,121.99999839067459,1028.9999802410603,8.999999704957009,?
1.0,7.0,2.0,171.9999995827675,58.00000101327896,3.0,124.7238352894783,600.0000089406967,0.19999999729916454,Curious
1.0,5.0,1.0,182.00000131130219,68.00000041723251,5.0,144.9999988079071,499.9999840557575,3.530175943672657,I am intelligent.
1.0,7.0,2.0,170.5798519551754,72.00000017881393,5.0,120.00000029802322,249.99999202787876,0.4999999836087227,I'm so handsome.
2.0,7.0,2.0,155.0000001192093,47.00000010430813,3.0,124.00000095367432,279.9999924749136,0.4999999836087227,
1.0,6.0,2.0,174.0000011920929,86.00000143051147,5.0,100.00000149011612,5.000000257277861,3.530175943672657,You don't have a beauty without a beat.
1.0,3.0,2.0,160.0000001937151,55.00000014901161,3.0,124.7238352894783,478.7173157930374,3.530175943672657,
1.0,7.0,2.0,165.0000002682209,64.42331224679947,4.0,120.00000029802322,478.7173157930374,1.0999999947845935,Intelligent
1.0,1.0,1.0,175.0000004172325,64.42331224679947,5.0,100.00000149011612,999.999968111515,0.06000000208150596,I’m handsome
1.0,12.0,2.0,175.0000004172325,62.00000077486038,3.0,110.00000089406967,261.9999922066927,0.12000000416301192,Patient and careful
1.0,7.0,2.0,170.5798519551754,64.42331224679947,3.0,124.7238352894783,199.99999713152647,3.499999885261059,Hellow world
2.0,2.0,2.0,152.70000008493662,64.42331224679947,4.0,100.00000149011612,877.0000013709068,0.650000024959445,
1.0,7.0,2.0,174.0000011920929,64.42331224679947,3.0,150.00000298023224,600.0000089406967,1.9999999344348909,"Stay hungry, stay foolish"
1.0,11.0,2.0,170.5798519551754,64.42331224679947,3.0,121.99999839067459,478.7173157930374,3.530175943672657,.
1.0,7.0,1.0,183.90000015497208,59.000000953674316,3.0,180.0000011920929,3.0000000447034836,3.530175943672657,Six six six
1.0,12.0,1.0,170.5798519551754,64.42331224679947,1.0,121.99999839067459,478.7173157930374,3.530175943672657,.
1.0,4.0,1.0,190.00000143051147,98.99999856948853,1.0,50.0,478.7173157930374,3.530175943672657,God Damon looser
1.0,5.0,1.0,165.0000002682209,80.00000178813934,2.0,124.7238352894783,399.99999426305294,0.4999999836087227,123
1.0,12.0,2.0,170.5798519551754,66.0000005364418,5.0,124.7238352894783,478.7173157930374,5.000000144541263,smart
1.0,7.0,1.0,171.9999995827675,71.00000023841858,3.0,100.00000149011612,80.00000411644578,2.999999901652336,Hello World
1.0,12.0,2.0,180.9999989271164,64.42331224679947,5.0,124.7238352894783,99.99999856576324,3.530175943672657,I don’t know
1.0,12.0,2.0,173.0000003874302,64.42331224679947,3.0,130.00000417232513,478.7173157930374,0.9999999672174454,
1.0,7.0,1.0,171.00000035762787,73.00000011920929,2.0,124.7238352894783,399.99999426305294,1.9999999344348909,
1.0,7.0,2.0,167.00000029802322,63.00000071525574,3.0,124.7238352894783,1737.0000609755516,3.530175943672657,
2.0,3.0,1.0,155.0000001192093,48.000000044703484,3.0,133.00000131130219,478.7173157930374,3.530175943672657,Hello world
1.0,7.0,1.0,173.0000003874302,73.00000011920929,3.0,50.0,5.000000257277861,0.4999999836087227,Oh
2.0,6.0,1.0,160.0000001937151,64.42331224679947,5.0,145.9999978542328,499.9999840557575,8.200000101327896,"I'm a common girl, just like others."
1.0,8.0,2.0,167.99999952316284,63.00000071525574,2.0,80.00000044703484,327.99999319016933,1.9999999344348909,
2.0,5.0,1.0,170.5798519551754,49.00000050663948,3.0,87.00000047683716,478.7173157930374,3.530175943672657,Hi
1.0,11.0,2.0,167.00000029802322,53.0000002682209,3.0,80.00000044703484,478.7173157930374,5.000000144541263,humorous
2.0,4.0,2.0,157.0000001490116,70.00000029802322,4.0,121.99999839067459,350.00001691281796,0.7899999864399433,I don't want to be defined.
2.0,5.0,2.0,167.99999952316284,49.00000050663948,1.0,87.00000047683716,1999.99993622303,3.530175943672657,Hi
1.0,10.0,1.0,171.9999995827675,71.00000023841858,3.0,100.00000149011612,80.00000411644578,2.999999901652336,Hello World
1.0,12.0,1.0,179.00000047683716,73.00000011920929,4.0,101.0000005364418,478.7173157930374,15.000000125169754,Cool
1.0,11.0,2.0,170.5798519551754,64.42331224679947,5.0,200.0,255.99999211728573,7.9999997377395635,
1.0,12.0,2.0,179.99999970197678,66.0000005364418,4.0,124.7238352894783,10.000000514555722,3.530175943672657,Smart
2.0,7.0,1.0,170.5798519551754,48.000000044703484,4.0,124.7238352894783,700.0000338256359,5.000000144541263,I am who I am
1.0,4.0,2.0,179.00000047683716,86.00000143051147,4.0,124.7238352894783,351.0000052303076,0.00014999999880274117,
1.0,7.0,2.0,184.99999898672104,84.99999940395355,3.0,90.00000208616257,99.99999856576324,10.000000289082527,Zzzz
1.0,4.0,2.0,170.5798519551754,66.0000005364418,2.0,180.0000011920929,0.0,0.0,123
1.0,10.0,2.0,178.00000125169754,64.42331224679947,4.0,130.00000417232513,199.99999713152647,3.9999998688697818,Less is more
1.0,12.0,2.0,179.99999970197678,64.42331224679947,4.0,180.0000011920929,478.7173157930374,0.9999999672174454,Smart
2.0,7.0,2.0,161.00000020861626,50.000000447034836,2.0,120.00000029802322,478.7173157930374,3.530175943672657,Beautiful
1.0,2.0,2.0,163.9999994635582,64.42331224679947,2.0,115.00000059604645,478.7173157930374,0.9999999672174454,Always smile
1.0,7.0,1.0,179.99999970197678,64.42331224679947,3.0,100.00000149011612,99.99999856576324,3.530175943672657,Hello
1.0,8.0,1.0,200.0,100.00000059604645,3.0,200.0,478.7173157930374,3.530175943672657,GOAT
2.0,7.0,2.0,154.00000010430813,64.42331224679947,5.0,120.00000029802322,478.7173157930374,0.009999999744468368,
1.0,7.0,1.0,170.5798519551754,66.0000005364418,3.0,110.00000089406967,559.9999849498272,0.9999999672174454,Good
1.0,4.0,2.0,171.9999995827675,70.00000029802322,3.0,150.00000298023224,1212.0000180602074,0.9999999672174454,XD
1.0,5.0,1.0,169.99999955296516,63.00000071525574,3.0,143.99999976158142,629.0000210702419,1.39999992325902,
1.0,7.0,2.0,174.0000011920929,64.42331224679947,3.0,96.99999988079071,30.000000447034836,0.9999999672174454,couchpotatos
1.0,10.0,2.0,167.00000029802322,47.00000010430813,2.0,87.00000047683716,87.00000129640102,3.530175943672657,Sleep
1.0,3.0,2.0,165.0000002682209,57.00000002980232,5.0,180.0000011920929,599.0000206232071,0.30000000558793544,
2.0,7.0,1.0,161.99999943375587,54.00000020861626,4.0,110.00000089406967,264.9999922513962,0.9999999672174454,Nice
1.0,7.0,2.0,169.99999955296516,64.42331224679947,3.0,51.00000002421439,0.0,6.769999784231186,hopeless
1.0,7.0,2.0,173.0000003874302,58.00000101327896,5.0,130.00000417232513,199.99999713152647,3.530175943672657,Good Morning
1.0,7.0,2.0,173.0000003874302,58.00000101327896,3.0,130.00000417232513,478.7173157930374,3.530175943672657,
1.0,8.0,2.0,171.00000035762787,44.00000002235174,4.0,100.00000149011612,300.00000447034836,2.4099999703466892,I'm nice
1.0,7.0,2.0,171.9999995827675,53.0000002682209,3.0,100.00000149011612,99.99999856576324,5.000000144541263,handsome
2.0,11.0,1.0,163.00000023841858,55.00000014901161,3.0,110.00000089406967,300.00000447034836,0.0,misaka mikoto
1.0,12.0,1.0,179.00000047683716,73.00000011920929,4.0,101.0000005364418,399.99999426305294,3.530175943672657,Cool
1.0,12.0,2.0,179.99999970197678,80.00000178813934,3.0,124.7238352894783,803.000023663044,0.0,
2.0,7.0,2.0,170.5798519551754,58.00000101327896,3.0,180.0000011920929,834.0000124275684,0.0029999998630955817,
1.0,5.0,2.0,175.99999964237213,65.00000059604645,5.0,180.0000011920929,478.7173157930374,0.4999999836087227,The color of Happy is orange
2.0,7.0,1.0,151.00000005960464,53.0000002682209,5.0,100.00000149011612,199.99999713152647,0.9999999672174454,I’m happy.
1.0,7.0,2.0,169.99999955296516,64.42331224679947,2.0,120.00000029802322,412.9999827593565,3.530175943672657,Handsome
2.0,7.0,2.0,170.5798519551754,49.00000050663948,5.0,130.00000417232513,402.9999943077564,3.530175943672657,
1.0,5.0,1.0,173.0000003874302,55.00000014901161,5.0,124.7238352894783,499.9999840557575,3.530175943672657,
1.0,7.0,2.0,167.00000029802322,67.00000047683716,2.0,130.00000417232513,478.7173157930374,2.999999901652336,
1.0,7.0,2.0,167.00000029802322,64.42331224679947,2.0,130.00000417232513,300.00000447034836,3.530175943672657,Awesome
1.0,7.0,2.0,179.99999970197678,76.00000202655792,5.0,132.0000022649765,249.99999202787876,3.530175943672657,I'm a positive person.
1.0,10.0,2.0,170.5798519551754,72.00000017881393,4.0,127.99999713897705,157.00000818818808,1.2000000223517417,Takami Chika <3
1.0,4.0,1.0,190.00000143051147,64.42331224679947,1.0,50.0,478.7173157930374,3.530175943672657,
1.0,5.0,2.0,165.0000002682209,64.42331224679947,2.0,130.00000417232513,399.99999426305294,0.4999999836087227,123
1.0,12.0,2.0,171.9999995827675,66.0000005364418,5.0,180.0000011920929,478.7173157930374,5.000000144541263,smart
1.0,10.0,1.0,171.9999995827675,64.42331224679947,3.0,124.7238352894783,80.00000411644578,2.999999901652336,Hello World
1.0,12.0,1.0,180.9999989271164,64.42331224679947,3.0,200.0,99.99999856576324,3.530175943672657,I don’t know
1.0,12.0,2.0,173.0000003874302,60.00000089406967,5.0,130.00000417232513,478.7173157930374,0.9999999672174454,Hungry
1.0,7.0,2.0,170.5798519551754,73.00000011920929,2.0,180.0000011920929,399.99999426305294,3.530175943672657,Handsome
1.0,7.0,2.0,170.5798519551754,63.00000071525574,5.0,144.9999988079071,478.7173157930374,0.9999999672174454,
2.0,3.0,2.0,155.0000001192093,48.000000044703484,3.0,133.00000131130219,1099.9999929964542,5.000000144541263,Hello world
1.0,7.0,1.0,173.0000003874302,73.00000011920929,3.0,50.0,5.000000257277861,3.530175943672657,
2.0,6.0,1.0,160.0000001937151,55.00000014901161,5.0,145.9999978542328,499.9999840557575,8.200000101327896,"I'm a common girl, just like others."
1.0,8.0,2.0,167.99999952316284,63.00000071525574,3.0,80.00000044703484,327.99999319016933,1.9999999344348909,Fat man
2.0,5.0,1.0,170.5798519551754,49.00000050663948,3.0,87.00000047683716,478.7173157930374,3.530175943672657,Hi
1.0,7.0,2.0,167.00000029802322,53.0000002682209,4.0,80.00000044703484,478.7173157930374,3.530175943672657,humorous
2.0,4.0,2.0,157.0000001490116,70.00000029802322,4.0,121.99999839067459,478.7173157930374,0.7899999864399433,I don't want to be defined.
2.0,5.0,1.0,167.99999952316284,49.00000050663948,1.0,87.00000047683716,1999.99993622303,3.530175943672657,Hi
1.0,10.0,1.0,171.9999995827675,71.00000023841858,3.0,100.00000149011612,80.00000411644578,2.999999901652336,
1.0,12.0,1.0,179.00000047683716,73.00000011920929,4.0,101.0000005364418,399.99999426305294,3.530175943672657,
1.0,11.0,2.0,170.5798519551754,64.42331224679947,5.0,124.7238352894783,478.7173157930374,3.530175943672657,QAQ
1.0,12.0,2.0,170.5798519551754,66.0000005364418,4.0,180.0000011920929,10.000000514555722,0.9999999672174454,Smart
2.0,5.0,2.0,155.0000001192093,48.000000044703484,4.0,124.7238352894783,700.0000338256359,5.000000144541263,I am who I am
1.0,4.0,2.0,179.00000047683716,64.42331224679947,3.0,134.99999940395355,351.0000052303076,3.530175943672657,peace
1.0,7.0,2.0,184.99999898672104,84.99999940395355,4.0,90.00000208616257,99.99999856576324,10.000000289082527,Zzzz
1.0,4.0,2.0,179.99999970197678,66.0000005364418,3.0,180.0000011920929,478.7173157930374,0.0,123
1.0,10.0,1.0,178.00000125169754,63.00000071525574,4.0,130.00000417232513,199.99999713152647,3.530175943672657,Less is more
1.0,12.0,2.0,179.99999970197678,66.0000005364418,3.0,180.0000011920929,10.000000514555722,3.530175943672657,
2.0,7.0,2.0,161.00000020861626,50.000000447034836,2.0,120.00000029802322,150.00000223517418,3.530175943672657,
1.0,2.0,2.0,163.9999994635582,66.0000005364418,3.0,115.00000059604645,478.7173157930374,0.9999999672174454,Always smile
1.0,4.0,1.0,179.99999970197678,70.00000029802322,4.0,100.00000149011612,99.99999856576324,3.530175943672657,Hello
1.0,7.0,1.0,200.0,100.00000059604645,1.0,200.0,478.7173157930374,3.530175943672657,GOAT
2.0,3.0,2.0,154.00000010430813,46.00000016391277,5.0,120.00000029802322,69.9999981187284,0.009999999744468368,Optimistic
1.0,8.0,1.0,175.0000004172325,66.0000005364418,3.0,110.00000089406967,559.9999849498272,0.9999999672174454,
1.0,4.0,2.0,171.9999995827675,70.00000029802322,3.0,150.00000298023224,478.7173157930374,0.9999999672174454,XD
1.0,5.0,2.0,169.99999955296516,63.00000071525574,2.0,143.99999976158142,629.0000210702419,1.39999992325902,
1.0,7.0,2.0,174.0000011920929,67.00000047683716,3.0,96.99999988079071,30.000000447034836,0.9999999672174454,
1.0,10.0,2.0,170.5798519551754,47.00000010430813,2.0,124.7238352894783,87.00000129640102,0.0,Sleep
1.0,3.0,2.0,170.5798519551754,57.00000002980232,3.0,180.0000011920929,478.7173157930374,3.530175943672657,OAO
2.0,10.0,1.0,161.99999943375587,64.42331224679947,4.0,124.7238352894783,264.9999922513962,0.9999999672174454,
1.0,4.0,2.0,169.99999955296516,55.00000014901161,3.0,124.7238352894783,0.0,6.769999784231186,hopeless
1.0,7.0,2.0,173.0000003874302,58.00000101327896,3.0,130.00000417232513,199.99999713152647,3.530175943672657,Good Morning
