id,gender,height,weight,iq,fb_friends,yt,self_intro
33,1,169.0000004,74.99999881,90.00000209,0,2.79155239,I just wanna run.
34,1,173.5054579,60.0000006,122.2923055,403.9999794,0.369999994,Surprising
35,1,173.5054579,55,199.000001,611.0000174,0,
36,1,162.0000001,43.00000004,180.0000012,415.2892763,2.79155239,handsome
37,1,173.5054579,67.40890741,100.0000015,49.99999942,2.79155239,Fake
38,1,175,67.40890741,122.2923055,415.2892763,2.79155239,I am fine thank u
39,2,161.0321424,47.99999984,132.250002,540.0749872,4.000000095,tired
40,2,163.0000005,47.99999984,132.250002,249.9999877,4.000000095,tired
41,1,165.0000001,67.40890741,105.0000012,799.9999908,3.000000079,
42,1,169.0000004,73.00000072,105.0000012,66.9999998,1.700000038,Lazy
43,1,175,80.00000119,120.0000003,500.0000056,0.187000006,
44,1,175,50.0000003,100.0000015,468.9999929,10.00000014,I am fakes' fans
45,1,173.0000001,73.99999976,180.0000012,600.0000158,5.000000069,Hi
46,1,167,48.00000042,51.00000002,638.0000006,0.999999995,Go big or go home
47,1,172.0000002,60.0000006,150.000003,500.0000056,2.79155239,
48,1,172.0000002,80.00000119,120.0000003,49.99999942,0,interesting
49,1,172.0000002,58.00000072,200,415.2892763,2.79155239,Boring
50,1,170.0000003,70,122.2923055,415.2892763,2.79155239,Karma
51,1,174.0000001,64.9999994,87.00000048,398.9999994,2.79155239,handsome
52,1,172.0000002,62.00000048,98.99999797,300.0000079,0.1,Good
53,1,163,64.9999994,100.0000015,323.0000071,1.99999999,i? m lazy.
54,2,165.9999996,53.02702668,180.0000012,593.9999827,2.087827188,Good at listen to other
55,1,173.5054579,80.00000119,122.2923055,0,2.79155239,
56,1,176.9999999,55,140.0000036,814.0000259,2.79155239,
57,1,173.5054579,60.0000006,87.00000048,332.9999899,9.799999673,No
58,1,180.0000006,64.9999994,110.9999999,455.9999993,2.79155239,I am kind
59,2,160.0000004,64.00000036,95.00000179,286.9999966,2.087827188,A girl.
60,1,168.0000004,56.99999988,100.0000015,415.2892763,0.082000001,despair
61,1,173.5054579,67.40890741,87.00000048,0,0,Ah
62,1,184.9999994,67.40890741,87.00000048,415.2892763,2.79155239,
63,1,167,67.40890741,120.0000003,99.99999885,0.999999995,Good
64,2,179.000001,70,87.99999952,119.9999967,2.087827188,Show me the money!
65,1,173.5054579,85,120.0000003,415.2892763,1.99999999,
66,1,173.5054579,80.00000119,180.0000012,1000.000011,2.79155239,smart and handson
67,1,172.0000002,73.00000072,200,415.2892763,2.79155239,lol
68,2,162.0000004,53.02702668,132.250002,799.9999904,4.000000095,Fintech
69,1,178.0000007,66.99999928,125,600.0000158,0.499999998,Happy
70,1,180.0000006,82.99999833,122.2923055,49.99999942,2.79155239,try everything
71,1,175,70,110.9999999,1.000000006,2.79155239,"Luke, I am Your Father"
72,2,155.0000002,52.99999967,100.0000015,299.9999904,1.000000024,BlingBling
73,1,180.0000006,74.99999881,122.2923055,500.0000056,5.000000069,I'm boring man.
74,1,173.5054579,64.9999994,87.00000048,199.9999977,10.00000014,prefect
75,1,164.0000002,70.99999905,95.00000179,150.000004,2.79155239,I love fishing.
76,1,170.0000003,60.0000006,120.0000003,649.9999982,2.79155239,
77,2,160.0000004,53.02702668,132.250002,536.0000103,2.087827188,Marginalized
78,2,156.0000003,47.99999984,180.0000012,99.99999963,2.087827188,Open mind
79,1,170.0000003,67.40890741,98.99999797,99.00000284,10.00000014,busy
80,1,168.0000004,73.00000072,180.0000012,415.2892763,7.999999961,
81,1,172.0000002,67.40890741,122.2923055,415.2892763,0.999999995,
82,1,170.0000003,70,122.2923055,500.0000056,2.79155239,Simple
83,1,173.0000001,70,100.0000015,199.9999977,0,IMMGT
84,1,175,81.99999928,90.00000209,300.0000079,0.199999999,I'm so cute
85,1,173.0000001,62.99999952,122.2923055,415.2892763,6.000000157,Humorous person
86,1,173.0000001,67.40890741,122.2923055,415.2892763,6.000000157,Humorous person
87,1,182.0000005,74.99999881,120.0000003,19.99999977,2.79155239,hello world
88,2,160.0000004,49.99999985,100.0000015,50.00000029,3.000000072,I am a nervous person.
89,2,160.0000004,53.02702668,144.9999988,138.0000014,4.000000095,Old
90,2,161.0000004,53.02702668,110.0000009,149.9999957,3.000000072,
91,1,173.5054579,64.9999994,87.00000048,986.9999721,2.79155239,
92,1,173.5054579,67.40890741,187.0000035,415.2892763,2.79155239,Fuck you
93,2,165.0000005,53.02702668,110.0000009,898.9999962,2.000000048,I am a good people
94,1,162.0000001,50.0000003,122.2923055,1233.999987,2.79155239,handsome
95,1,173.5054579,73.99999976,200,415.2892763,1.99999999,
96,2,155.0000002,53.02702668,180.0000012,299.9999904,0,Human.
97,1,173.5054579,67.40890741,123.0000019,122.999998,2.79155239,one sentence
98,1,178.0000007,68.00000012,120.0000003,1099.999976,0.1,Gentle
99,1,176.0000008,64.00000036,100.0000015,119.9999986,5.000000069,
100,1,178.0000007,55,50,0,2.79155239,Dank
101,1,169.8699999,67.40890741,133.0000013,222.0000008,2.79155239,viewer
102,1,170.0000003,64.9999994,124.000001,150.000004,0.999999995,
103,1,173.5054579,82.99999833,147.9999959,415.2892763,2.79155239,Incredible
104,1,172.0000002,68.00000012,122.2923055,530.0000223,2.79155239,GGININDER
105,1,173.5054579,66.00000024,122.2923055,415.2892763,2.79155239,Family
106,2,158.0000003,59.99999952,134.9999994,540.0749872,1.000000024,Brilliant
107,1,173.5054579,50.0000003,130.0000042,399.9999954,2.79155239,A man likes to dream.
108,1,176.0000008,67.40890741,100.0000015,799.9999908,0.999999995,Cool
109,1,178.0000007,67.40890741,180.0000012,512.0000032,0.869999991,"I'm a super cool rapper, yo."
110,1,173.5054579,55,110.0000009,866.0000002,1.99999999,
111,1,173.5054579,67.40890741,87.99999952,399.9999954,0.01,
112,1,173.0000001,68.99999917,120.0000003,279.9999968,1.99999999,I am geek.
113,1,168.0000004,70,120.0000003,399.9999954,2.79155239,Show me what you got?
114,1,175,60.99999964,87.00000048,1030.999978,2.79155239,Amazing
115,1,165.0000001,62.00000048,87.00000048,300.0000079,0.869999991,Nihilisim
116,1,165.0000001,62.00000048,87.00000048,300.0000079,0.869999991,Nihilisim
117,1,176.0000008,60.0000006,100.0000015,415.2892763,0,Very handsome.
118,2,167.9999996,53.02702668,132.250002,799.9999904,4.1,Never say never
119,1,170.0000003,49.00000036,121.9999984,1028.999986,9.000000049,?
120,1,172.0000002,58.00000072,122.2923055,600.0000158,0.199999999,Curious
121,1,182.0000005,68.00000012,144.9999988,500.0000056,2.79155239,I am intelligent.
122,1,173.5054579,72.00000167,120.0000003,250.0000028,0.499999998,I'm so handsome.
123,2,155.0000002,47.00000003,124.000001,279.9999999,0.500000012,
124,1,174.0000001,85.99999905,100.0000015,4.999999942,2.79155239,You don't have a beauty without a beat.
125,1,160,55,122.2923055,415.2892763,2.79155239,
126,1,165.0000001,67.40890741,120.0000003,415.2892763,1.100000041,Intelligent
127,1,175,67.40890741,100.0000015,1000.000011,0.059999997,I? m handsome
128,1,175,62.00000048,110.0000009,262.0000004,0.119999995,Patient and careful
129,1,173.5054579,67.40890741,122.2923055,199.9999977,3.499999937,Hellow world
130,2,152.7,53.02702668,100.0000015,877.0000067,0.649999991,
131,1,174.0000001,67.40890741,150.000003,600.0000158,1.99999999,"Stay hungry, stay foolish"
132,1,173.5054579,67.40890741,121.9999984,415.2892763,2.79155239,.
133,1,183.9000005,58.99999976,180.0000012,3.000000108,2.79155239,Six six six
134,1,173.5054579,67.40890741,121.9999984,415.2892763,2.79155239,.
135,1,190,99.00000095,50,415.2892763,2.79155239,God Damon looser
136,1,165.0000001,80.00000119,122.2923055,399.9999954,0.499999998,123
137,1,173.5054579,66.00000024,122.2923055,415.2892763,5.000000069,smart
138,1,172.0000002,70.99999905,100.0000015,79.99999908,3.000000079,Hello World
139,1,180.9999996,67.40890741,122.2923055,99.99999885,2.79155239,I don? t know
140,1,173.0000001,67.40890741,130.0000042,415.2892763,0.999999995,
141,1,171.0000002,73.00000072,122.2923055,399.9999954,1.99999999,
142,1,167,62.99999952,122.2923055,415.2892763,2.79155239,
143,2,155.0000002,47.99999984,133.0000013,540.0749872,2.087827188,Hello world
144,1,173.0000001,73.00000072,50,4.999999942,0.499999998,Oh
145,2,160.0000004,53.02702668,145.9999979,499.9999745,8.2,"I'm a common girl, just like others."
146,1,168.0000004,62.99999952,80.00000045,328.0000099,1.99999999,
147,2,161.0321424,49.00000004,87.00000048,540.0749872,2.087827188,Hi
148,1,167,53.00000012,80.00000045,415.2892763,5.000000069,humorous
149,2,157.0000003,70,121.9999984,349.999993,0.78999998,I don't want to be defined.
150,2,167.9999996,49.00000004,87.00000048,540.0749872,2.087827188,Hi
151,1,172.0000002,70.99999905,100.0000015,79.99999908,3.000000079,Hello World
152,1,178.9999998,73.00000072,101.0000005,415.2892763,2.79155239,Cool
153,1,173.5054579,67.40890741,200,256.0000016,7.999999961,
154,1,180.0000006,66.00000024,122.2923055,9.999999885,2.79155239,Smart
155,2,161.0321424,47.99999984,132.250002,699.9999851,5.000000119,I am who I am
156,1,178.9999998,85.99999905,122.2923055,351.000009,0.00015,
157,1,184.9999994,85,90.00000209,99.99999885,10.00000014,Zzzz
158,1,173.5054579,66.00000024,180.0000012,0,0,123
159,1,178.0000007,67.40890741,130.0000042,199.9999977,3.999999981,Less is more
160,1,180.0000006,67.40890741,180.0000012,415.2892763,0.999999995,Smart
161,2,161.0000004,49.99999985,120.0000003,540.0749872,2.087827188,Beautiful
162,1,164.0000002,67.40890741,115.0000006,415.2892763,0.999999995,Always smile
163,1,180.0000006,67.40890741,100.0000015,99.99999885,2.79155239,Hello
164,1,173.5054579,100,200,415.2892763,2.79155239,GOAT
165,2,154.0000002,53.02702668,120.0000003,540.0749872,0.01,
166,1,173.5054579,66.00000024,110.0000009,559.9999935,0.999999995,Good
167,1,172.0000002,70,150.000003,1211.999984,0.999999995,XD
168,1,170.0000003,62.99999952,143.9999998,628.999991,1.399999993,
169,1,174.0000001,67.40890741,96.99999988,29.99999965,0.999999995,couchpotatos
170,1,167,47.00000003,87.00000048,86.99999956,2.79155239,Sleep
171,1,165.0000001,56.99999988,180.0000012,599.0000198,0.299999999,
172,2,162.0000004,53.99999988,110.0000009,265.0000071,1.000000024,Nice
173,1,170.0000003,67.40890741,51.00000002,0,6.769999823,hopeless
174,1,173.0000001,58.00000072,130.0000042,199.9999977,2.79155239,Good Morning
175,1,173.0000001,58.00000072,130.0000042,415.2892763,2.79155239,
176,1,171.0000002,44.00000021,100.0000015,300.0000079,2.409999974,I'm nice
177,1,172.0000002,53.00000012,100.0000015,99.99999885,5.000000069,handsome
178,2,163.0000005,55.00000009,110.0000009,299.9999904,0,misaka mikoto
179,1,178.9999998,73.00000072,101.0000005,399.9999954,2.79155239,Cool
180,1,180.0000006,80.00000119,122.2923055,802.9999788,0,
181,2,161.0321424,58.00000072,180.0000012,833.9999742,0.003,
182,1,176.0000008,64.9999994,180.0000012,415.2892763,0.499999998,The color of Happy is orange
183,2,151.0000001,52.99999967,100.0000015,199.9999983,1.000000024,I? m happy.
184,1,170.0000003,67.40890741,120.0000003,412.999989,2.79155239,Handsome
185,2,161.0321424,49.00000004,130.0000042,402.9999942,2.087827188,
186,1,173.0000001,55,122.2923055,500.0000056,2.79155239,
187,1,167,66.99999928,130.0000042,415.2892763,3.000000079,
188,1,167,67.40890741,130.0000042,300.0000079,2.79155239,Awesome
189,1,180.0000006,76.00000143,132.0000023,250.0000028,2.79155239,I'm a positive person.
190,1,173.5054579,72.00000167,127.9999971,156.9999988,1.199999994,Takami Chika <3
191,1,190,67.40890741,50,415.2892763,2.79155239,
192,1,165.0000001,67.40890741,130.0000042,399.9999954,0.499999998,123
193,1,172.0000002,66.00000024,180.0000012,415.2892763,5.000000069,smart
194,1,172.0000002,67.40890741,122.2923055,79.99999908,3.000000079,Hello World
195,1,180.9999996,67.40890741,200,99.99999885,2.79155239,I don? t know
196,1,173.0000001,60.0000006,130.0000042,415.2892763,0.999999995,Hungry
197,1,173.5054579,73.00000072,180.0000012,399.9999954,2.79155239,Handsome
198,1,173.5054579,62.99999952,144.9999988,415.2892763,0.999999995,
199,2,155.0000002,47.99999984,133.0000013,1100.000006,5.000000119,Hello world
200,1,173.0000001,73.00000072,50,4.999999942,2.79155239,
201,2,160.0000004,55.00000009,145.9999979,499.9999745,8.2,"I'm a common girl, just like others."
202,1,168.0000004,62.99999952,80.00000045,328.0000099,1.99999999,Fat man
203,2,161.0321424,49.00000004,87.00000048,540.0749872,2.087827188,Hi
204,1,167,53.00000012,80.00000045,415.2892763,2.79155239,humorous
205,2,157.0000003,70,121.9999984,540.0749872,0.78999998,I don't want to be defined.
206,2,167.9999996,49.00000004,87.00000048,540.0749872,2.087827188,Hi
207,1,172.0000002,70.99999905,100.0000015,79.99999908,3.000000079,
208,1,178.9999998,73.00000072,101.0000005,399.9999954,2.79155239,
209,1,173.5054579,67.40890741,122.2923055,415.2892763,2.79155239,QAQ
210,1,173.5054579,66.00000024,180.0000012,9.999999885,0.999999995,Smart
211,2,155.0000002,47.99999984,132.250002,699.9999851,5.000000119,I am who I am
212,1,178.9999998,67.40890741,134.9999994,351.000009,2.79155239,peace
213,1,184.9999994,85,90.00000209,99.99999885,10.00000014,Zzzz
214,1,180.0000006,66.00000024,180.0000012,415.2892763,0,123
215,1,178.0000007,62.99999952,130.0000042,199.9999977,2.79155239,Less is more
216,1,180.0000006,66.00000024,180.0000012,9.999999885,2.79155239,
217,2,161.0000004,49.99999985,120.0000003,149.9999957,2.087827188,
218,1,164.0000002,66.00000024,115.0000006,415.2892763,0.999999995,Always smile
219,1,180.0000006,70,100.0000015,99.99999885,2.79155239,Hello
220,1,173.5054579,100,200,415.2892763,2.79155239,GOAT
221,2,154.0000002,46.00000002,120.0000003,70.00000069,0.01,Optimistic
222,1,175,66.00000024,110.0000009,559.9999935,0.999999995,
223,1,172.0000002,70,150.000003,415.2892763,0.999999995,XD
224,1,170.0000003,62.99999952,143.9999998,628.999991,1.399999993,
225,1,174.0000001,66.99999928,96.99999988,29.99999965,0.999999995,
226,1,173.5054579,47.00000003,122.2923055,86.99999956,0,Sleep
227,1,173.5054579,56.99999988,180.0000012,415.2892763,2.79155239,OAO
228,2,162.0000004,53.02702668,132.250002,265.0000071,1.000000024,
229,1,170.0000003,55,122.2923055,0,6.769999823,hopeless
230,1,173.0000001,58.00000072,130.0000042,199.9999977,2.79155239,Good Morning
231,1,173.0000001,58.00000072,130.0000042,199.9999977,2.79155239,Good Morning
232,1,171.0000002,44.00000021,100.0000015,300.0000079,2.409999974,I'm nice
233,1,173.5054579,53.00000012,100.0000015,99.99999885,5.000000069,handsome
234,2,163.0000005,55.00000009,132.250002,299.9999904,0,misaka mikoto
235,1,178.9999998,73.00000072,101.0000005,399.9999954,2.79155239,Cool
236,1,180.0000006,67.40890741,101.0000005,415.2892763,0,Lazy
237,2,156.0000003,58.00000072,180.0000012,540.0749872,0.003,I don't know.
238,1,176.0000008,67.40890741,122.2923055,399.9999954,0.499999998,The color of Happy is orange
239,2,161.0321424,52.99999967,132.250002,199.9999983,1.000000024,
240,1,170.0000003,67.40890741,120.0000003,412.999989,2.79155239,Handsome
241,2,158.0000003,49.00000004,130.0000042,402.9999942,0,introvert
242,1,173.0000001,55,199.000001,500.0000056,1.100000041,Happy
243,1,173.5054579,66.99999928,130.0000042,300.0000079,3.000000079,Awesome
244,1,167,67.40890741,122.2923055,415.2892763,3.000000079,Awesome
245,1,180.0000006,76.00000143,132.0000023,250.0000028,5.000000069,I'm a positive person.
246,1,180.9999996,72.00000167,127.9999971,156.9999988,2.79155239,Takami Chika <3
247,1,170.0000003,62.99999952,140.0000036,312.0000055,3.000000079,
248,1,176.0000008,67.40890741,180.0000012,415.2892763,2.79155239,Nerd
249,1,173.5054579,89.99999881,122.2923055,415.2892763,0.1,happy gay
250,1,175,74.99999881,130.0000042,494.9999801,0.799999996,
251,1,171.0000002,58.99999976,131.0000032,1233.999987,0.999999995,
252,1,165.0000001,56.00000083,143.0000007,415.2892763,0.199999999,who am i
253,1,173.5054579,87.00000167,200,1.000000006,0,
254,2,161.0321424,53.02702668,50,540.0749872,2.087827188,
255,1,168.0000004,100,122.2923055,300.0000079,0.999999995,Stupid
256,1,171.0000002,67.40890741,87.00000048,199.9999977,2.79155239,Amazing
257,1,173.5054579,66.00000024,122.2923055,415.2892763,2.79155239,I am so beautiful
258,1,166.0000001,66.99999928,87.00000048,415.2892763,0.499999998,Hi
259,1,171.0000002,70,180.0000012,479.9999945,0.869999991,I am a student.
260,1,173.5054579,77.99999952,100.0000015,3.000000108,2.79155239,Dope
261,1,180.0000006,80.00000119,100.0000015,150.000004,2.79155239,
262,1,171.0000002,56.00000083,100.0000015,199.9999977,1.99999999,Tired.
263,2,147,53.02702668,168.0000037,1033.000038,2.087827188,
264,1,173.5054579,87.00000167,87.00000048,415.2892763,2.79155239,nine four eight seven
265,1,180.0000006,67.40890741,172.9999989,415.2892763,2.79155239,Wise
266,1,173.5054579,67.40890741,87.00000048,12.00000043,12.00000031,Re
267,2,161.0321424,53.02702668,154.9999982,540.0749872,2.087827188,May God blessing you
268,2,161.0321424,52.00000027,132.250002,540.0749872,1.400000009,Lazy
269,1,176.0000008,76.00000143,100.0000015,9.999999885,10.00000014,Nice!
270,1,173.5054579,67.40890741,120.0000003,415.2892763,0,
271,1,173.5054579,100,87.00000048,415.2892763,0,Useless
272,1,168.0000004,62.00000048,120.0000003,899.9999555,0.299999999,Superior
273,1,163,51.00000024,122.2923055,1200.000032,2.79155239,I am a nerd
274,1,180.0000006,68.00000012,180.0000012,250.0000028,0.999999995,I love Metallica!
275,1,163,51.00000024,125.999999,1200.000032,3.000000079,I am a nerd
276,1,173.5054579,48.00000042,122.2923055,500.0000056,0.499999998,Quite
277,1,188.0000001,76.00000143,184.9999964,415.2892763,2.79155239,I have to leave on 7:40
278,2,161.0321424,53.02702668,180.0000012,540.0749872,2.087827188,I am a fat guy
279,2,169.9999997,53.02702668,132.250002,86.99999921,2.087827188,Normal
280,1,176.9999999,60.0000006,131.0000032,600.0000158,2.79155239,I? m handsome
281,1,174.0000001,80.00000119,130.0000042,255.0000056,0.299999999,
282,1,174.0000001,80.00000119,130.0000042,255.0000056,2.79155239,Creative
283,1,176.0000008,64.9999994,180.0000012,500.0000056,0.999999995,Specialist
284,1,173.5054579,72.00000167,140.0000036,1299.999996,5.000000069,Jesus
285,2,155.0000002,46.00000002,87.00000048,1250.000041,2.087827188,
286,1,170.0000003,62.99999952,130.0000042,415.2892763,6.000000157,QQ
287,2,159.0000004,45.00000001,132.250002,397.9999966,3.000000072,Red
288,1,180.0000006,67.40890741,199.000001,999.0000152,2.79155239,Handsome
289,1,184.0000004,70.99999905,122.2923055,699.9999805,0.999999995,
290,1,175,70,50,415.2892763,2.79155239,I? m sorry
291,1,170.0000003,60.99999964,87.99999952,500.0000056,1.99999999,Shiny guy
292,1,173.5054579,67.40890741,200,415.2892763,2.79155239,
293,1,180.0000006,62.00000048,122.2923055,600.0000158,0,I? m a smart person.
294,1,173.5054579,76.00000143,199.000001,1286.999957,2.79155239,I? m an honest man
295,1,165.0000001,73.99999976,140.0000036,349.9999903,3.999999981,Hello world
296,1,173.5054579,40,100.0000015,1500.000017,10.00000014,
297,1,172.0000002,72.00000167,100.0000015,122.000002,0.999999995,
298,2,161.0321424,53.02702668,50,1111.000001,2.087827188,I'm outlier
299,2,167.9999996,58.00000072,132.250002,255.0000118,1.000000024,I'm not sleepy.
300,1,176.9999999,58.00000072,150.000003,415.2892763,2.79155239,
301,1,170.0000003,68.00000012,161.0000014,1299.999996,5.000000069,Supercold
302,2,150.0000001,44.00000001,160.0000024,699.9999851,2.087827188,
303,2,180,53.02702668,200,540.0749872,2.087827188,Haha
304,2,180,53.02702668,200,540.0749872,2.087827188,
305,2,161.0000004,53.02702668,200,540.0749872,1.000000024,
306,1,176.0000008,67.40890741,50,665.9999798,0,
307,1,186.9999993,67.40890741,122.2923055,869.9999843,2.79155239,878787
308,2,161.0321424,53.02702668,199.000001,10.00000033,1.000000024,good
309,1,176.9999999,67.40890741,100.0000015,354.9999931,7.999999961,Handsome
310,1,170.0000003,60.0000006,187.0000035,0,6.999999873,I don't know and I don't care.
311,1,180.0000006,67.40890741,140.0000036,250.0000028,0.499999998,Stay hungry stay foolish
312,1,175,67.40890741,151.000002,1233.999987,5.869999967,I have superpower!
313,1,178.0000007,81.99999928,122.2923055,512.9999992,0.499999998,Cool
314,1,176.9999999,67.40890741,110.0000009,1458.999999,3.000000079,I? m a good man
315,1,173.5054579,68.00000012,125,415.2892763,3.000000079,Often enjoy daily life.
316,1,180.0000006,80.00000119,183.9999974,699.9999805,10.00000014,Good
317,1,173.5054579,82.99999833,50,0,2.79155239,
318,1,182.9999995,81.99999928,122.2923055,1527,12.49,I'm a Jedi
319,1,173.5054579,64.9999994,120.0000003,415.2892763,2.79155239,I am handsome
320,1,175,67.40890741,200,399.9999954,2.79155239,I? m a sexy guy.
321,1,173.5054579,85,120.0000003,799.9999908,2.79155239,a normal man
322,2,165.0000005,55.00000009,80.00000045,499.9999745,2.087827188,
323,1,176.0000008,89.99999881,120.0000003,29.99999965,1.99999999,Good
324,1,176.0000008,62.99999952,180.0000012,122.999998,2.79155239,I am who am I
325,1,174.0000001,70,120.0000003,415.2892763,0.999999995,Nice person
326,2,161.0321424,49.99999985,132.250002,799.9999904,2.000000048,Intelligence
327,1,176.9999999,55,120.0000003,300.0000079,2.79155239,
328,1,173.0000001,67.40890741,100.0000015,464.0000128,2.79155239,
329,1,174.0000001,60.99999964,87.00000048,603.0000038,2.79155239,
330,1,173.5054579,67.40890741,122.2923055,415.2892763,2.79155239,
331,2,165.9999996,53.02702668,168.0000037,999.999948,2.000000048,Excellent
332,1,173.0000001,67.40890741,134.9999994,415.2892763,2.79155239,Good
333,1,182.9999995,78.99999857,122.2923055,237.0000092,2.79155239,I'm a foolish.
334,1,178.0000007,67.40890741,141.0000026,1000.000011,3.999999981,Cool
335,1,170.0000003,66.99999928,120.0000003,300.0000079,2.79155239,
336,1,163,77.99999952,125,88.99999727,0.999999995,
337,1,178.0000007,85,87.00000048,699.9999805,2.79155239,
338,1,176.9999999,58.00000072,130.0000042,600.0000158,2.79155239,Handsome
339,1,178.9999998,80.00000119,105.0000012,199.9999977,2.79155239,humble
340,1,184.9999994,70,122.2923055,99.99999885,0.999999995,A student
341,1,175,80.00000119,174.999997,500.0000056,2.79155239,
342,1,170.0000003,55,180.0000012,0,2.79155239,
343,1,170.0000003,74.99999881,100.0000015,699.9999805,0.999999995,
344,1,170.0000003,67.40890741,120.0000003,1299.999996,2.79155239,Quietly brilliant
345,1,172.0000002,72.00000167,120.0000003,119.9999986,10.00000014,Good
346,1,175,89.99999881,140.0000036,1060.000045,2.79155239,
347,1,178.9999998,78.99999857,100.0000015,699.9999805,0.999999995,
348,1,178.0000007,66.99999928,90.00000209,699.9999805,2.79155239,Happy
349,1,178.9999998,62.99999952,100.0000015,150.000004,3.000000079,I? m happy.
350,1,171.0000002,60.0000006,55.99999987,573.9999831,1.500000039,good
351,2,155.0000002,52.99999967,100.0000015,149.9999957,2.000000048,I'm a nice person.
352,1,178.0000007,64.9999994,102.9999986,415.2892763,2.79155239,One is never too old to learn
353,1,176.0000008,56.99999988,122.2923055,329.0000059,6.000000157,good
354,1,182.0000005,70,100.0000015,1362.000022,10.00000014,Tall
355,2,177.0000009,53.99999988,182.9999983,899.9999957,0.000214,I am happy and pretty girl.
356,1,173.6000004,56.99999988,122.2923055,913.9999906,0.299999999,Intelligent!
357,1,173.5054579,73.99999976,199.000001,0,2.79155239,BigHotGG
358,2,157.0000003,55.00000009,120.0000003,599.9999798,2.087827188,A commen person.
359,1,168.0000004,85,150.000003,349.9999903,5.000000069,I'm a nice people.
360,1,176.9999999,68.00000012,122.2923055,99.99999885,0.999999995,
361,1,176.0000008,80.00000119,120.0000003,500.0000056,1.99999999,Tired
362,1,176.9999999,72.00000167,100.0000015,526.9999888,0.999999995,
363,2,156.0000003,56.0000003,155.9999973,540.0749872,0,my name is Ellen.
364,2,162.0000004,53.02702668,120.0000003,799.9999904,5.000000119,I wish I could be smarter.
365,1,167,56.99999988,105.0000012,250.0000028,1.500000039,I'm adaptive and hardworking.
366,2,161.0000004,51.00000006,110.0000009,599.9999798,0,Finding myself.
367,1,165.0000001,64.9999994,100.0000015,415.2892763,3.000000079,cute
368,1,160,67.40890741,97.99999893,257.9999936,2.79155239,
369,2,154.0000002,56.0000003,150.000003,1061.000025,0.48,
370,1,173.5054579,70,92.00000018,99.99999885,0.999999995,Nice
371,1,182.0000005,60.0000006,180.0000012,600.0000158,2.79155239,Industrious
372,2,161.0321424,59.99999952,132.0000023,299.9999904,2.087827188,I am a little fat
373,2,160.0000004,45.00000001,150.000003,540.0749872,2.000000048,Happy girl
374,2,161.0321424,55.00000009,120.0000003,555.0000013,6.000000143,Liberator
375,1,174.0000001,70,199.000001,0,2.79155239,
376,1,169.0000004,60.0000006,120.0000003,233.0000024,3.000000079,I'm friendly
377,1,171.0000002,62.99999952,122.2923055,199.9999977,2.79155239,no girlfriend since 1993
