height,weight,iq,fb_friends,yt,self_intro,gender
177.99999976158142,66.99999976158142,200.0,491.00003076458415,0.08799999522359468,YOU ARE (NOT) ALONE.,0.0
172.0000001192093,68.9999991953373,127.99999713897705,999.9999783487126,4.352652548417946,,0.0
169.7545120716095,60.000000685453415,120.00000029802322,408.052803576472,2.3599999489512684,I'm decent and sincere.,0.0
170.00000023841858,64.08296230435371,125.55021047592163,436.9999696465421,0.007999999634572206,Versatile guy,0.0
153.00000008940697,51.99999977648258,180.0000011920929,408.052803576472,7.599999336543174,Aggressive,0.0
169.7545120716095,64.08296230435371,180.0000011920929,600.0000103086833,5.10079417408537,I? m handsome,0.0
170.00000023841858,58.99999991059303,180.0000011920929,150.00000257717082,0.0,I'm boring,0.0
169.7545120716095,65.99999898672104,150.00000298023224,150.00000257717082,0.0999999973239015,Tall,0.0
150.0000000745058,45.000000171363354,125.55021047592163,200.00000343622773,0.5000000047802972,fabulous,0.0
176.00000143051147,90.0000006556511,120.00000029802322,408.052803576472,10.999999814593902,Eating is my life for good.,0.0
169.7545120716095,63.999999552965164,125.55021047592163,30.000000515434163,9.999999901890853,I can not speak English,0.0
169.7545120716095,71.99999940395357,100.00000149011612,79.99999652043783,1.0000000095605943,Work hard,0.0
164.99999976158142,65.00000032782555,130.00000417232513,649.0000082381271,0.799999978591212,I have perseverance!,0.0
169.7545120716095,71.00000074505807,87.00000047683716,400.00000687245546,4.352652548417946,,0.0
172.0000001192093,58.99999991059303,125.55021047592163,408.052803576472,2.999999931824238,Very Handsome.,0.0
172.0000001192093,50.00000034272671,199.00000095367432,200.00000343622773,0.04999999866195075,I don? t know,0.0
170.99999940395355,60.000000685453415,125.0,748.9999905400279,2.5999999667430185,good man,0.0
164.99999976158142,45.000000171363354,80.00000044703484,408.052803576472,4.999999950945426,Introvert,0.0
174.0,62.00000011920929,110.00000089406967,486.9999802137056,4.352652548417946,You can do it,0.0
172.0000001192093,51.99999977648258,125.55021047592163,487.99999285142525,1.599999957182424,For honor,0.0
162.9999998807907,54.0000002682209,106.99999928474426,392.9999960732703,0.0,Love what I choose.,0.0
156.00000029802322,50.00000034272671,110.00000089406967,873.0000043202169,1.0000000095605943,Hi,0.0
164.99999976158142,64.08296230435371,100.00000149011612,408.052803576472,5.10079417408537,Hello.,0.0
166.00000047683716,65.00000032782555,125.55021047592163,1022.0000233839877,4.999999950945426,Dog,0.0
169.7545120716095,87.86999845504762,87.00000047683716,87.00000246556972,5.10079417408537,Nothing,0.0
168.99999952316284,60.000000685453415,100.00000149011612,300.00000515434164,4.999999950945426,student in nthu,0.0
187.0,64.08296230435371,125.55021047592163,408.052803576472,5.948699846043289,I'm a 87.,0.0
180.0000011920929,64.08296230435371,200.0,887.9999608914546,1.0000000095605943,"I'm a ""Typical Lady"".",0.0
158.00000017881393,64.08296230435371,110.00000089406967,588.9999877910457,5.10079417408537,,0.0
188.7700011730194,87.59486800432207,50.86999998893589,408.052803576472,8.74000024434312,Let's party!,0.0
169.7545120716095,60.000000685453415,87.00000047683716,300.00000515434164,1.0000000095605943,,0.0
174.0,76.5000007748604,120.00000029802322,554.9999852652657,0.0,,0.0
169.7545120716095,85.00000101327898,120.00000029802322,653.0000199565794,5.10079417408537,Fuck off,0.0
177.99999976158142,64.08296230435371,200.0,499.9999891743563,1.0000000095605943,Good,0.0
170.00000023841858,64.08296230435371,50.0,0.9999999716743894,5.10079417408537,Reallll sheet,0.0
175.00000071525574,64.08296230435371,120.00000029802322,408.052803576472,5.10079417408537,Fabulous.,0.0
175.00000071525574,64.08296230435371,125.55021047592163,200.00000343622773,5.10079417408537,handsome,0.0
166.00000047683716,90.0000006556511,170.00000178813934,408.052803576472,0.0,ass,0.0
162.00000071525574,50.00000034272671,120.00000029802322,114.99999712177768,4.352652548417946,I am smart,0.0
175.00000071525574,64.08296230435371,180.0000011920929,1185.999999018996,5.10079417408537,Cool and smart,0.0
160.00000005960464,64.08296230435371,180.0000011920929,100.00000171811386,2.999999931824238,Normal,0.0
172.0000001192093,57.99999913573265,125.55021047592163,342.99998550610684,0.5000000047802972,I? m good.,0.0
161.0,45.99999988824129,100.00000149011612,408.052803576472,2.999999931824238,Cute,0.0
158.00000017881393,52.99999949336052,100.00000149011612,408.052803576472,11.779999823988318,Allergic to humans.,0.0
169.7545120716095,64.08296230435371,200.0,0.0,5.10079417408537,,0.0
169.7545120716095,73.00000017881395,125.55021047592163,200.00000343622773,5.10079417408537,Interesting person.,0.0
168.00000035762787,60.000000685453415,87.00000047683716,9.999999565054729,5.10079417408537,,0.0
161.0,42.999999944120646,100.00000149011612,300.00000515434164,0.6499999916857546,I get a cold,0.0
169.7545120716095,50.00000034272671,120.00000029802322,484.00001996539896,4.999999950945426,,0.0
177.99999976158142,74.00000095367433,87.00000047683716,877.9999898439628,5.10079417408537,High,0.0
172.99999928474426,57.99999913573265,100.00000149011612,499.9999891743563,5.10079417408537,I am a girl.,0.0
172.99999928474426,63.00000089406967,120.00000029802322,499.9999891743563,9.999999901890853,I good,0.0
169.7545120716095,57.99999913573265,110.00000089406967,263.9999967693354,0.399999989295606,Lazy,0.0
160.00000005960464,54.0000002682209,130.00000417232513,564.00002133989,2.999999931824238,I am lazy.,0.0
176.00000143051147,75.99999827146532,127.99999713897705,849.9999466472221,5.10079417408537,,0.0
168.00000035762787,74.99999961256982,125.55021047592163,499.9999891743563,5.10079417408537,A good man.,0.0
172.0000001192093,64.08296230435371,51.00000002421439,198.99999079850812,5.10079417408537,Being smart is all I have,0.0
175.00000071525574,63.00000089406967,180.0000011920929,999.9999783487126,4.999999950945426,I? m handsome.,0.0
169.7545120716095,80.00000137090684,100.00000149011612,600.0000103086833,5.10079417408537,"I AM A BIG MAN, BUT ALSO SAMLL.",0.0
168.00000035762787,54.99999998509884,180.0000011920929,566.9999815881966,4.352652548417946,Very nice.,0.0
170.00000023841858,55.999999701976776,180.0000011920929,493.99999101289075,9.199999971728413,Awesome!,0.0
169.7545120716095,64.08296230435371,180.0000011920929,408.052803576472,3.340000078700202e-05,I am so cute,0.0
172.99999928474426,69.99999997019768,125.55021047592163,85.00000631445006,2.999999931824238,I think I am handsome,0.0
153.00000008940697,45.000000171363354,125.55021047592163,408.052803576472,6.699999802540611,I am a positive person.,0.0
183.00000023841858,74.99999961256982,87.00000047683716,499.9999891743563,4.352652548417946,"I'm fine thank you,and you?",0.0
169.7545120716095,64.08296230435371,200.0,408.052803576472,8.400000041565974,Plz do not delete my data.,0.0
172.0000001192093,60.000000685453415,120.00000029802322,549.9999997415198,4.352652548417946,,0.0
175.00000071525574,65.00000032782555,125.55021047592163,653.0000199565794,5.10079417408537,,0.0
170.00000023841858,55.999999701976776,125.55021047592163,408.052803576472,4.352652548417946,Black,0.0
170.00000023841858,54.0000002682209,125.55021047592163,666.0000289172301,5.10079417408537,wee~,0.0
184.99999856948853,65.00000032782555,180.0000011920929,834.9999900759844,1.499999965912119,I'm so handsome.,0.0
172.99999928474426,54.99999998509884,50.0,1099.9999994830396,1.0000000095605943,Hello,0.0
172.99999928474426,52.99999949336052,200.0,999.9999783487126,5.10079417408537,im cute,0.0
170.00000023841858,65.00000032782555,120.00000029802322,709.0000286852085,1.0000000095605943,Peace,0.0
176.00000143051147,64.08296230435371,160.0000023841858,200.00000343622773,2.999999931824238,Try,0.0
172.0000001192093,90.0000006556511,120.00000029802322,100.00000171811386,0.29999999802530103,Serious man,0.0
169.7545120716095,84.0000002384186,125.55021047592163,249.99999458717815,5.10079417408537,Cheerful and optimistic,0.0
169.7545120716095,52.99999949336052,100.00000149011612,283.0000038914516,1.0000000095605943,,0.0
159.0000001192093,64.08296230435371,200.0,150.00000257717082,4.000000038242377,I am very smart.,0.0
169.7545120716095,48.999999567866325,90.00000208616257,100.00000171811386,2.0000000191211886,general,0.0
164.99999976158142,90.0000006556511,150.00000298023224,349.99999630529203,9.999999901890853,Smart,0.0
193.0000011920929,80.00000137090684,80.00000044703484,408.052803576472,0.799999978591212,,0.0
169.7545120716095,58.99999991059303,130.00000417232513,150.00000257717082,2.0000000191211886,Smart,0.0
183.00000023841858,71.99999940395357,180.0000011920929,249.99999458717815,5.10079417408537,Perfect man,0.0
175.00000071525574,79.00000059604646,80.00000044703484,9.999999565054729,0.5000000047802972,friendly,0.0
172.99999928474426,64.08296230435371,100.00000149011612,408.052803576472,4.352652548417946,Do it Better,0.0
172.99999928474426,64.08296230435371,80.00000044703484,200.00000343622773,5.10079417408537,I am a student of NCU,0.0
175.00000071525574,68.9999991953373,200.0,366.00000434667544,8.999999989187804,,0.0
169.7545120716095,50.00000034272671,125.55021047592163,408.052803576472,5.10079417408537,Sexy,0.0
169.7545120716095,80.00000137090684,125.55021047592163,139.00000918385285,0.5000000047802972,I am good people,0.0
169.7545120716095,68.9999991953373,125.55021047592163,100.00000171811386,5.10079417408537,Easy going,0.0
174.0,77.99999982118608,120.00000029802322,408.052803576472,8.000000076484755,,0.0
170.00000023841858,65.00000032782555,125.55021047592163,277.00000572998607,5.999999863648476,,0.0
162.00000071525574,58.99999991059303,115.00000059604645,223.00000286058327,5.10079417408537,,0.0
160.00000005960464,50.00000034272671,180.0000011920929,408.052803576472,5.10079417408537,"My Life , My Style .",0.0
162.9999998807907,50.00000034272671,125.55021047592163,408.052803576472,2.999999931824238,Enjoying life.,0.0
172.0000001192093,60.000000685453415,111.99999898672104,349.99999630529203,2.999999931824238,Hi,0.0
180.0000011920929,74.99999961256982,180.0000011920929,30.000000515434163,5.10079417408537,boring,0.0
166.99999964237213,79.00000059604646,123.00000190734863,457.00002823880413,1.0000000095605943,,0.0
169.7545120716095,64.08296230435371,51.00000002421439,3.9999998866975575,5.10079417408537,TxT,0.0
174.0,69.99999997019768,127.99999713897705,408.052803576472,5.10079417408537,Lost,0.0
174.0,64.08296230435371,50.0,0.9999999716743894,5.10079417408537,,0.0
169.7545120716095,45.000000171363354,125.55021047592163,556.0000367354114,5.10079417408537,,0.0
155.00000035762787,52.99999949336052,120.00000029802322,408.052803576472,1.599999957182424,Positive,0.0
172.99999928474426,62.00000011920929,123.00000190734863,600.0000103086833,5.10079417408537,I Good,0.0
169.7545120716095,48.999999567866325,110.00000089406967,408.052803576472,9.929999791772586,I am a girl,0.0
169.7545120716095,52.99999949336052,120.00000029802322,1109.000035557664,4.352652548417946,Always optimistic,0.0
180.0000011920929,85.00000101327898,200.0,9.999999565054729,5.10079417408537,cute,0.0
176.99999904632568,74.99999961256982,100.00000149011612,30.000000515434163,1.0000000095605943,Go for your goal.,0.0
168.99999952316284,66.99999976158142,199.00000095367432,499.9999891743563,5.10079417408537,"So smart, so handsome, so good",0.0
160.00000005960464,42.999999944120646,180.0000011920929,600.0000103086833,4.999999950945426,Cute,0.0
177.99999976158142,60.99999934434891,125.55021047592163,408.052803576472,4.352652548417946,,0.0
170.00000023841858,64.08296230435371,100.00000149011612,892.0000114423331,5.10079417408537,,0.0
166.00000047683716,64.08296230435371,125.55021047592163,150.00000257717082,5.10079417408537,Absolutely fantastic,0.0
172.0000001192093,64.08296230435371,130.00000417232513,709.0000286852085,5.10079417408537,Work Hard,0.0
168.00000035762787,63.00000089406967,100.00000149011612,666.0000289172301,5.10079417408537,,0.0
172.99999928474426,74.99999961256982,130.00000417232513,401.9999933154686,0.09905000036098872,Hard working,0.0
151.00000001490116,64.08296230435371,110.00000089406967,41.99999683836521,0.14999999901265051,I am a methodical person.,0.0
170.00000023841858,63.999999552965164,120.00000029802322,499.9999891743563,5.10079417408537,i? m a psycho,0.0
161.0,68.0000005364418,50.0,200.00000343622773,0.0,i'm a good person,0.0
169.7545120716095,47.99999985098839,120.00000029802322,699.9999926105841,5.10079417408537,Keep going until reach the goal.,0.0
164.99999976158142,65.00000032782555,120.00000029802322,200.00000343622773,0.0,Be Funny,0.0
166.00000047683716,60.000000685453415,100.00000149011612,0.0,1.0200000271861644,Low-key,0.0
174.0,69.99999997019768,127.99999713897705,539.0000160563084,5.10079417408537,Lost,0.0
166.00000047683716,64.08296230435371,130.00000417232513,200.00000343622773,2.0000000191211886,Ambitious,0.0
166.00000047683716,64.08296230435371,165.9999966621399,408.052803576472,0.0,free,0.0
152.0000001490116,64.08296230435371,200.0,408.052803576472,4.352652548417946,Good,0.0
164.99999976158142,62.50000050663948,100.00000149011612,1088.0000031601085,7.500000507563411,humor,0.0
175.00000071525574,76.9999990463257,180.0000011920929,408.052803576472,4.352652548417946,Nothing is impossible!,0.0
180.0000011920929,76.9999990463257,125.55021047592163,0.9999999716743894,9.999999901890853,Good,0.0
169.7545120716095,65.99999898672104,199.00000095367432,408.052803576472,4.352652548417946,Live with your faith,0.0
160.00000005960464,48.999999567866325,100.00000149011612,499.9999891743563,0.0,,0.0
170.00000023841858,48.999999567866325,200.0,999.9999783487126,5.10079417408537,A bully,0.0
157.00000023841858,64.08296230435371,180.0000011920929,699.9999926105841,5.10079417408537,I am a student.,0.0
172.0000001192093,55.999999701976776,200.0,408.052803576472,5.10079417408537,,0.0
158.00000017881393,47.00000013411045,130.00000417232513,200.00000343622773,2.999999931824238,A boring guy,0.0
170.00000023841858,60.000000685453415,100.00000149011612,408.052803576472,5.10079417408537,No confidence,0.0
150.0000000745058,40.0,100.00000149011612,1099.9999994830396,10.999999814593902,Beautiful,0.0
181.99999952316284,68.0000005364418,120.00000029802322,408.052803576472,5.10079417408537,I am a slient man.,0.0
175.00000071525574,60.000000685453415,100.00000149011612,100.00000171811386,5.10079417408537,,0.0
177.99999976158142,69.99999997019768,180.0000011920929,128.99999930393494,5.10079417408537,Good!,0.0
180.9999988079071,64.08296230435371,120.00000029802322,408.052803576472,5.10079417408537,I? m look like tall and thin.,0.0
169.7545120716095,63.00000089406967,140.0000035762787,408.052803576472,5.10079417408537,Friendly&Charming,0.0
179.49999928474426,64.08296230435371,187.0000034570694,692.9999818113989,5.10079417408537,Outgoing,0.0
161.50000035762787,50.00000034272671,125.55021047592163,408.052803576472,4.000000038242377,,0.0
162.00000071525574,50.00000034272671,90.00000208616257,400.00000687245546,4.999999950945426,Work hard,0.0
158.00000017881393,43.999999925494194,120.00000029802322,349.99999630529203,0.12899999987731103,Adorable,0.0
160.00000005960464,47.99999985098839,100.00000149011612,499.9999891743563,4.352652548417946,Friendly,0.0
172.99999928474426,52.99999949336052,200.0,408.052803576472,1.0000000095605943,Not bad ?0,
169.7545120716095,45.000000171363354,93.9999982714653,408.052803576472,5.10079417408537,The dream will lead the way,0.0
168.99999952316284,64.08296230435371,110.00000089406967,200.00000343622773,5.10079417408537,,0.0
170.00000023841858,90.0000006556511,50.0,100.00000171811386,1.0000000095605943,Stupid,0.0
158.00000017881393,47.99999985098839,120.00000029802322,750.0000031777475,5.10079417408537,handsome,0.0
169.7545120716095,60.000000685453415,180.0000011920929,385.0000114687917,5.10079417408537,,0.0
170.00000023841858,64.08296230435371,200.0,0.0,5.10079417408537,Smart,0.0
177.99999976158142,84.0000002384186,87.00000047683716,0.0,2.0000000191211886,Cool,0.0
169.7545120716095,74.00000095367433,80.00000044703484,408.052803576472,4.000000038242377,Sleepy,0.0
162.9999998807907,64.08296230435371,100.00000149011612,349.99999630529203,5.10079417408537,Content,0.0
164.99999976158142,50.00000034272671,200.0,499.9999891743563,5.10079417408537,Cute,0.0
164.99999976158142,57.99999913573265,180.0000011920929,249.99999458717815,6.800000181241096,Cute,0.0
172.0000001192093,68.0000005364418,100.00000149011612,9.999999565054729,2.999999931824238,Nobody nobody,0.0
169.7545120716095,64.08296230435371,50.0,0.0,0.0,,0.0
159.0000001192093,64.08296230435371,125.55021047592163,408.052803576472,2.0000000191211886,free,0.0
181.99999952316284,68.0000005364418,168.00000369548798,1303.000002,5.10079417408537,"Cogito, ergo sum",0.0
170.00000023841858,69.99999997019768,180.0000011920929,229.99999424355536,5.10079417408537,very kind,0.0
158.00000017881393,52.99999949336052,125.55021047592163,1079.9999797232038,5.10079417408537,Entusiasm,0.0
169.7545120716095,54.99999998509884,125.55021047592163,408.052803576472,5.10079417408537,,0.0
176.00000143051147,77.99999982118608,110.00000089406967,1299.9999640868411,2.999999931824238,,0.0
166.99999964237213,64.08296230435371,120.00000029802322,319.99998608175133,4.999999950945426,maymay,0.0
175.00000071525574,65.00000032782555,125.55021047592163,408.052803576472,5.10079417408537,"who am i , loser life.",0.0
172.0000001192093,74.99999961256982,100.00000149011612,200.00000343622773,4.999999950945426,have fun,0.0
180.0000011920929,75.99999827146532,180.0000011920929,408.052803576472,5.999999863648476,Do,0.0
168.00000035762787,64.08296230435371,88.99999856948853,342.99998550610684,4.999999950945426,Honest,0.0
155.00000035762787,64.08296230435371,125.55021047592163,600.0000103086833,2.0000000191211886,passion,0.0
155.00000035762787,40.0,110.00000089406967,300.00000515434164,1.0000000095605943,nice,0.0
177.99999976158142,64.08296230435371,120.00000029802322,116.99999327289736,0.0,Have Fun!,0.0
169.7545120716095,85.00000101327898,110.99999994039536,5.999999981735501,0.0,not,0.0
172.0000001192093,64.08296230435371,125.55021047592163,408.052803576472,5.10079417408537,I'm tall and wise.,0.0
162.9999998807907,54.99999998509884,150.00000298023224,498.00000273134316,5.10079417408537,YA,0.0
168.99999952316284,57.99999913573265,125.55021047592163,0.9999999716743894,0.0,UUUU,0.0
164.99999976158142,50.00000034272671,125.55021047592163,499.9999891743563,1.0000000095605943,Cute,0.0
158.00000017881393,52.99999949336052,98.99999797344208,1079.9999797232038,5.10079417408537,Entusiasm,0.0
169.7545120716095,74.99999961256982,125.55021047592163,408.052803576472,5.999999863648476,Cool.,0.0
176.00000143051147,64.08296230435371,50.0,0.9999999716743894,2.0000000191211886,I am stupid.,0.0
170.99999940395355,73.00000017881395,200.0,408.052803576472,1.0000000095605943,Awesome,0.0
172.99999928474426,69.99999997019768,140.0000035762787,300.00000515434164,4.352652548417946,Awsome,0.0
158.00000017881393,50.00000034272671,140.0000035762787,499.9999891743563,5.10079417408537,Pretty,0.0
176.99999904632568,68.0000005364418,110.00000089406967,600.0000103086833,5.10079417408537,I'm so good.,0.0
169.7545120716095,65.00000032782555,125.55021047592163,721.0000250081395,5.10079417408537,hi,0.0
169.7545120716095,63.00000089406967,160.0000023841858,499.9999891743563,5.10079417408537,The best and passionate person in the world,0.0
172.99999928474426,68.9999991953373,50.0,319.99998608175133,5.10079417408537,,0.0
183.00000023841858,64.08296230435371,200.0,261.9999909101092,1.0000000095605943,so smart,0.0
159.0000001192093,45.000000171363354,121.99999839067459,0.0,5.10079417408537,I am fat,0.0
183.00000023841858,64.08296230435371,199.00000095367432,408.052803576472,5.10079417408537,,0.0
169.7545120716095,74.99999961256982,116.99999868869781,1.9999999433487787,5.999999863648476,,0.0
169.7545120716095,64.08296230435371,60.00000052154064,0.0,5.10079417408537,random,0.0
183.00000023841858,69.99999997019768,200.0,408.052803576472,5.10079417408537,,0.0
180.0000011920929,80.00000137090684,125.55021047592163,408.052803576472,5.10079417408537,handsome guy,0.0
169.7545120716095,64.08296230435371,199.00000095367432,877.9999898439628,9.999999901890853,Ku R,0.0
183.00000023841858,75.99999827146532,125.55021047592163,408.052803576472,4.000000038242377,Wow,0.0
155.00000035762787,65.00000032782555,125.55021047592163,408.052803576472,5.10079417408537,Sophisticated but also innocent,0.0
160.00000005960464,64.08296230435371,125.55021047592163,408.052803576472,3.300000099350243,Sport,0.0
168.99999952316284,80.00000137090684,125.55021047592163,405.3541052900879,5.10079417408537,Stock god,0.0
175.00000071525574,51.99999977648258,180.0000011920929,666.0000289172301,4.352652548417946,,0.0
169.7545120716095,64.08296230435371,90.00000208616257,699.9999926105841,5.10079417408537,Person,0.0
164.99999976158142,57.99999913573265,180.0000011920929,655.9999802048861,5.10079417408537,Nothing,0.0
180.0000011920929,65.00000032782555,50.0,200.00000343622773,4.352652548417946,A normal person,0.0
166.99999964237213,54.99999998509884,125.55021047592163,408.052803576472,4.352652548417946,Cool,0.0
164.99999976158142,50.00000034272671,100.00000149011612,408.052803576472,9.999999901890853,hello world,0.0
169.7545120716095,91.99999797344209,200.0,837.0000153514237,5.10079417408537,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",0.0
161.0,50.00000034272671,125.55021047592163,600.0000103086833,1.0000000095605943,Not funny,0.0
183.00000023841858,60.000000685453415,199.00000095367432,300.00000515434164,5.10079417408537,HowDa U Sdd,0.0
189.99999904632568,91.99999797344209,200.0,408.052803576472,5.10079417408537,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",0.0
183.00000023841858,60.000000685453415,199.00000095367432,300.00000515434164,5.10079417408537,HowDa U Sdd,0.0
189.99999904632568,64.08296230435371,200.0,837.0000153514237,5.10079417408537,,0.0
169.7545120716095,91.99999797344209,200.0,837.0000153514237,5.10079417408537,"Never gonna give you up, never gonna let you down, never gonna run around and desert you.",0.0
174.0,63.999999552965164,200.0,408.052803576472,4.999999950945426,hi,0.0
177.99999976158142,73.00000017881395,144.9999988079071,134.99999746540047,5.10079417408537,,0.0
176.99999904632568,73.00000017881395,50.0,408.052803576472,9.999999901890853,Fat,0.0
172.99999928474426,85.00000101327898,120.00000029802322,499.9999891743563,5.10079417408537,Be myself,0.0
181.99999952316284,99.99999994039537,180.0000011920929,499.9999891743563,5.10079417408537,I'm the best.,0.0
162.9999998807907,65.99999898672104,200.0,100.00000171811386,5.10079417408537,Hahaha,0.0
170.99999940395355,64.08296230435371,50.0,340.00002525780025,5.999999863648476,think,0.0
162.00000071525574,42.999999944120646,60.00000052154064,499.9999891743563,4.352652548417946,I? m a unconfident person,0.0
177.99999976158142,64.08296230435371,199.00000095367432,408.052803576472,5.10079417408537,,0.0
162.9999998807907,64.08296230435371,110.00000089406967,1027.999943880601,5.10079417408537,,0.0
170.99999940395355,73.00000017881395,110.00000089406967,120.00000206173665,5.10079417408537,Good person,0.0
155.00000035762787,45.99999988824129,100.00000149011612,340.99999906309375,9.999999901890853,pessimistic,0.0
164.99999976158142,64.08296230435371,125.55021047592163,79.99999652043783,4.999999950945426,I am a man.,0.0
172.99999928474426,63.00000089406967,100.00000149011612,408.052803576472,5.10079417408537,,0.0
169.7545120716095,64.08296230435371,120.00000029802322,220.00000377985052,2.0000000191211886,I always enjoy my life.,0.0
168.00000035762787,63.00000089406967,51.00000002421439,408.052803576472,0.0,My name is Bill,0.0
177.99999976158142,77.99999982118608,110.00000089406967,200.00000343622773,4.999999950945426,Easygoing,0.0
172.99999928474426,99.99999994039537,100.00000149011612,300.00000515434164,5.10079417408537,,0.0
164.99999976158142,64.08296230435371,125.55021047592163,30.000000515434163,5.10079417408537,,0.0
170.00000023841858,74.99999961256982,125.55021047592163,600.0000103086833,2.0000000191211886,Ncu student,0.0
164.00000059604645,48.999999567866325,125.55021047592163,261.9999909101092,0.0,Nothing,0.0
158.00000017881393,60.000000685453415,200.0,300.00000515434164,5.10079417408537,easy-going,0.0
169.7545120716095,64.08296230435371,199.00000095367432,499.9999891743563,5.10079417408537,"quite handsome, quite sexy and longggg dxxk",0.0
161.0,60.99999934434891,200.0,499.9999891743563,5.10079417408537,,0.0
162.9999998807907,52.99999949336052,110.99999994039536,408.052803576472,9.999999901890853,optimism,0.0
183.00000023841858,64.08296230435371,125.55021047592163,881.0000277571216,12.100000880857797,A kind and optimistic person.,0.0
164.99999976158142,65.00000032782555,125.55021047592163,408.052803576472,0.0,,0.0
169.7545120716095,64.08296230435371,110.99999994039536,189.99999355630982,0.0,>.0Kiss,0.0
169.7545120716095,50.00000034272671,125.55021047592163,408.052803576472,0.22999998476457859,I am okay.,0.0
169.7545120716095,64.08296230435371,125.55021047592163,9.999999565054729,1.0000000095605943,Optimistic,0.0
175.00000071525574,69.99999997019768,60.00000052154064,408.052803576472,5.999999863648476,Hi,0.0
170.00000023841858,60.000000685453415,130.00000417232513,50.00000085905693,1.0000000095605943,What can I be.,0.0
170.00000023841858,87.99999910593034,125.55021047592163,68.99999827306661,5.10079417408537,Rational and pragmatic,0.0
188.00000071525574,80.00000137090684,125.55021047592163,499.9999891743563,5.10079417408537,Keep breaking out of the comfort zone.,0.0
184.99999856948853,97.000001847744,125.55021047592163,400.00000687245546,1.0000000095605943,,0.0
177.99999976158142,90.0000006556511,130.00000417232513,100.00000171811386,0.0199999994647803,,0.0
166.00000047683716,64.08296230435371,100.00000149011612,200.00000343622773,1.0000000095605943,,0.0
172.0000001192093,74.99999961256982,100.00000149011612,330.9999891831758,2.2999999929321033,Hard to say,0.0
161.0,40.0,125.55021047592163,607.9999949131619,0.0,I thrive on challenge in my life.,0.0
166.00000047683716,71.00000074505807,125.55021047592163,408.052803576472,5.10079417408537,optimistic person,0.0
176.00000143051147,77.99999982118608,50.0,0.0,2.999999931824238,Hola~~,0.0
174.0,64.08296230435371,125.55021047592163,408.052803576472,4.352652548417946,,0.0
180.0000011920929,64.08296230435371,125.55021047592163,408.052803576472,5.10079417408537,,0.0
175.00000071525574,71.99999940395357,90.00000208616257,200.00000343622773,5.10079417408537,I? m Frank,0.0
168.00000035762787,65.00000032782555,120.00000029802322,354.9999818290379,5.10079417408537,Just ordinary people,0.0
164.99999976158142,64.08296230435371,120.00000029802322,723.9999852564462,5.10079417408537,"With great power, comes great responsibility.",0.0
