star_sign,phone_os,height,weight,sleepiness,iq,fb_friends,yt,self_intro,gender
1.0,1.0,172.00000047683716,60.00000089406967,2.0,150.00000298023224,499.9999924600124,20.000000578165054,,1
7.0,2.0,172.00000047683716,80.00000178813934,3.0,120.00000029802322,50.000000540167086,0.0,interesting,1
7.0,2.0,172.00000047683716,58.00000101327896,3.0,200.0,425.9712987095117,3.8815365538001063,Boring,1
12.0,1.0,170.0,70.00000029802322,1.0,122.29230552911758,1700.0000054240224,3.8815365538001063,Karma,1
11.0,2.0,174.00000095367432,65.00000059604645,2.0,87.00000047683716,399.0000023692846,3.8815365538001063,handsome,1
7.0,2.0,172.00000047683716,62.00000077486038,5.0,98.99999797344208,299.99999029934406,0.09999999864958227,Good,1
2.0,1.0,162.99999952316284,65.00000059604645,2.0,100.00000149011612,323.00000931322575,1.9999999344348909,i‘m lazy.,1
6.0,2.0,165.9999995827675,53.360000133514404,5.0,180.0000011920929,594.0000044107437,2.313889265060425,Good at listen to other,2
3.0,2.0,173.4121823310852,80.00000178813934,3.0,122.29230552911758,0.0,3.8815365538001063,,1
5.0,1.0,177.00000047683716,55.00000014901161,3.0,140.0000035762787,813.999984204769,3.8815365538001063,,1
7.0,1.0,173.4121823310852,60.00000089406967,3.0,87.00000047683716,333.0000029504299,9.799999925494195,No,1
8.0,2.0,180.0,65.00000059604645,2.0,110.99999994039536,456.00001010298723,3.8815365538001063,I am kind,1
6.0,2.0,160.0000003874302,64.00000083446503,3.0,95.00000178813934,287.0000087618828,2.313889265060425,A girl.,2
10.0,2.0,167.99999952316284,57.00000002980232,4.0,100.00000149011612,425.9712987095117,0.08199999947100878,despair,1
12.0,1.0,173.4121823310852,67.58064419031143,3.0,87.00000047683716,0.0,0.0,Ah,1
6.0,2.0,185.0,67.58064419031143,3.0,87.00000047683716,425.9712987095117,3.8815365538001063,,1
8.0,2.0,167.00000047683716,67.58064419031143,5.0,120.00000029802322,100.00000108033417,0.9999999672174454,Good,1
6.0,2.0,179.00000095367432,70.00000047683716,3.0,87.99999952316284,119.99999665468931,2.313889265060425,Show me the money!,2
12.0,1.0,173.4121823310852,84.99999940395355,4.0,120.00000029802322,425.9712987095117,1.9999999344348909,,1
12.0,2.0,173.4121823310852,80.00000178813934,3.0,180.0000011920929,999.9999849200248,20.000000578165054,smart and handson,1
7.0,1.0,172.00000047683716,73.00000011920929,1.0,200.0,425.9712987095117,3.8815365538001063,lol,1
6.0,1.0,162.00000044703484,53.360000133514404,3.0,132.25000202655792,800.0000007152557,4.000000059604645,Fintech,2
7.0,2.0,177.99999952316284,67.00000047683716,3.0,125.0,599.9999805986881,0.4999999836087227,Happy,1
5.0,2.0,180.0,82.99999952316284,3.0,122.29230552911758,50.000000540167086,3.8815365538001063,try everything,1
9.0,2.0,175.0,70.00000029802322,3.0,110.99999994039536,1.0000000310246833,20.000000578165054,"Luke, I am Your Father",1
12.0,1.0,155.00000023841858,53.000000447034836,5.0,100.00000149011612,300.00000101327896,1.0000000149011612,BlingBling,2
5.0,2.0,180.0,75.0,2.0,122.29230552911758,499.9999924600124,5.000000144541263,I'm boring man.,1
6.0,1.0,173.4121823310852,65.00000059604645,4.0,87.00000047683716,200.00000216066834,10.000000289082527,prefect,1
10.0,1.0,163.99999976158142,71.00000023841858,1.0,95.00000178813934,149.99999514967203,20.000000578165054,I love fishing.,1
6.0,2.0,170.0,60.00000089406967,4.0,120.00000029802322,649.999974668026,3.8815365538001063,,1
9.0,1.0,160.0000003874302,53.360000133514404,3.0,132.25000202655792,535.9999794363976,10.0,Marginalized,2
7.0,1.0,156.0000002682209,48.00000022351741,2.0,180.0000011920929,100.00000113248825,2.313889265060425,Open mind,2
5.0,2.0,170.0,67.58064419031143,3.0,98.99999797344208,98.99999912828206,10.000000289082527,busy,1
2.0,1.0,167.99999952316284,73.00000011920929,3.0,180.0000011920929,425.9712987095117,7.9999997377395635,,1
7.0,1.0,172.00000047683716,67.58064419031143,3.0,122.29230552911758,425.9712987095117,0.9999999672174454,,1
7.0,2.0,170.0,70.00000029802322,4.0,122.29230552911758,499.9999924600124,3.8815365538001063,Simple,1
12.0,1.0,172.99999952316284,70.00000029802322,5.0,100.00000149011612,200.00000216066834,0.0,IMMGT,1
1.0,1.0,175.0,82.00000166893005,2.0,90.00000208616257,299.99999029934406,0.19999999729916454,I'm so cute,1
6.0,1.0,172.99999952316284,63.00000071525574,4.0,122.29230552911758,425.9712987095117,5.999999803304672,Humorous person,1
6.0,1.0,172.99999952316284,67.58064419031143,4.0,122.29230552911758,425.9712987095117,5.999999803304672,Humorous person,1
7.0,1.0,182.00000047683716,75.0,1.0,120.00000029802322,20.000000216066837,3.8815365538001063,hello world,1
6.0,2.0,160.0000003874302,50.00000010430813,2.0,100.00000149011612,50.00000116229057,3.0000001192092896,I am a nervous person.,2
4.0,2.0,160.0000003874302,53.360000133514404,3.0,144.9999988079071,137.99999336898327,4.000000059604645,Old,2
3.0,2.0,161.0000004172325,53.360000133514404,2.0,110.00000089406967,150.00000110268593,3.0000001192092896,,2
4.0,1.0,173.4121823310852,65.00000059604645,3.0,87.00000047683716,987.0000371932982,3.8815365538001063,,1
2.0,1.0,173.4121823310852,67.58064419031143,4.0,187.0000034570694,425.9712987095117,3.8815365538001063,Fuck you,1
12.0,1.0,165.0000005364418,53.360000133514404,3.0,110.00000089406967,899.0000012516975,2.0000000298023224,I am a good people,2
1.0,2.0,162.00000047683716,50.000000447034836,2.0,122.29230552911758,1233.9999758005142,3.8815365538001063,handsome,1
6.0,1.0,173.4121823310852,74.00000005960464,3.0,200.0,425.9712987095117,1.9999999344348909,,1
4.0,2.0,155.00000023841858,53.360000133514404,4.0,180.0000011920929,300.00000101327896,0.0,Human.,2
6.0,2.0,173.4121823310852,67.58064419031143,3.0,123.00000190734863,122.99999421089886,3.8815365538001063,one sentence,1
11.0,2.0,177.99999952316284,68.00000041723251,5.0,120.00000029802322,1099.9999730587006,0.09999999864958227,Gentle,1
12.0,1.0,175.99999904632568,64.00000065565109,4.0,100.00000149011612,120.00000129640101,5.000000144541263,,1
6.0,2.0,177.99999952316284,55.00000014901161,4.0,50.0,0.0,3.8815365538001063,Dank,1
1.0,2.0,169.86999988555908,67.58064419031143,3.0,133.00000131130219,221.99999333918092,3.8815365538001063,viewer,1
9.0,2.0,170.0,65.00000059604645,2.0,124.00000095367432,149.99999514967203,0.9999999672174454,,1
7.0,1.0,173.4121823310852,82.99999952316284,3.0,147.99999594688416,425.9712987095117,20.7,Incredible,1
4.0,2.0,172.00000047683716,68.00000041723251,3.0,122.29230552911758,529.9999992549419,3.8815365538001063,GGININDER,1
9.0,1.0,173.4121823310852,66.0000005364418,3.0,122.29230552911758,425.9712987095117,3.8815365538001063,Family,1
4.0,1.0,158.00000032782555,60.00000002980232,2.0,134.99999940395355,575.6829378008842,1.0000000149011612,Brilliant,2
12.0,1.0,173.4121823310852,50.000000447034836,3.0,130.00000417232513,400.0000043213367,3.8815365538001063,A man likes to dream.,1
10.0,1.0,175.99999904632568,67.58064419031143,2.0,100.00000149011612,800.0000086426734,0.9999999672174454,Cool,1
6.0,2.0,177.99999952316284,67.58064419031143,4.0,180.0000011920929,512.0000158846378,0.8700000084936619,"I'm a super cool rapper, yo.",1
3.0,2.0,173.4121823310852,55.00000014901161,4.0,110.00000089406967,865.9999821782111,1.9999999344348909,,1
7.0,1.0,173.4121823310852,67.58064419031143,4.0,87.99999952316284,400.0000043213367,0.009999999744468368,,1
1.0,2.0,172.99999952316284,69.00000035762787,4.0,120.00000029802322,280.0000030249357,1.9999999344348909,I am geek.,1
5.0,1.0,167.99999952316284,70.00000029802322,3.0,120.00000029802322,400.0000043213367,3.8815365538001063,Show me what you got?,1
7.0,2.0,175.0,61.00000083446503,3.0,87.00000047683716,1031.0000195503235,3.8815365538001063,Amazing,1
7.0,1.0,165.0,62.00000077486038,3.0,87.00000047683716,299.99999029934406,0.8700000084936619,Nihilisim,1
5.0,1.0,165.0,62.00000077486038,3.0,87.00000047683716,299.99999029934406,0.8700000084936619,Nihilisim,1
7.0,2.0,175.99999904632568,60.00000089406967,3.0,100.00000149011612,425.9712987095117,0.0,Very handsome.,1
6.0,1.0,167.99999964237213,53.360000133514404,4.0,132.25000202655792,800.0000007152557,4.099999964237213,Never say never,2
7.0,2.0,170.0,49.00000050663948,1.0,121.99999839067459,1028.9999638795853,8.999999704957009,?,1
7.0,2.0,172.00000047683716,58.00000101327896,3.0,122.29230552911758,599.9999805986881,0.19999999729916454,Curious,1
5.0,1.0,182.00000047683716,68.00000041723251,5.0,144.9999988079071,499.9999924600124,3.8815365538001063,I am intelligent.,1
7.0,2.0,173.4121823310852,72.00000017881393,5.0,120.00000029802322,249.9999962300062,0.4999999836087227,I'm so handsome.,1
7.0,2.0,155.00000023841858,47.000000022351735,3.0,124.00000095367432,280.0000129342079,0.5000000074505806,,2
6.0,2.0,174.00000095367432,86.00000143051147,5.0,100.00000149011612,5.000000054016709,3.8815365538001063,You don't have a beauty without a beat.,1
3.0,2.0,160.0,55.00000014901161,3.0,122.29230552911758,425.9712987095117,3.8815365538001063,,1
7.0,2.0,165.0,67.58064419031143,4.0,120.00000029802322,425.9712987095117,1.0999999947845935,Intelligent,1
1.0,1.0,175.0,67.58064419031143,5.0,100.00000149011612,999.9999849200248,0.06000000208150596,I’m handsome,1
12.0,2.0,175.0,62.00000077486038,3.0,110.00000089406967,261.9999937713146,0.12000000416301192,Patient and careful,1
7.0,2.0,173.4121823310852,67.58064419031143,3.0,122.29230552911758,200.00000216066834,3.499999885261059,Hellow world,1
2.0,2.0,152.6999999731779,53.360000133514404,4.0,100.00000149011612,877.0000143647194,0.6499999761581421,,2
7.0,2.0,174.00000095367432,67.58064419031143,3.0,150.00000298023224,599.9999805986881,1.9999999344348909,"Stay hungry, stay foolish",1
11.0,2.0,173.4121823310852,67.58064419031143,3.0,121.99999839067459,425.9712987095117,3.8815365538001063,.,1
7.0,1.0,183.90000104904175,59.000000953674316,3.0,180.0000011920929,2.9999999919673423,3.8815365538001063,Six six six,1
12.0,1.0,173.4121823310852,67.58064419031143,1.0,121.99999839067459,425.9712987095117,3.8815365538001063,.,1
4.0,1.0,190.0,98.99999856948853,1.0,50.0,425.9712987095117,3.8815365538001063,God Damon looser,1
5.0,1.0,165.0,80.00000178813934,2.0,122.29230552911758,400.0000043213367,0.4999999836087227,123,1
12.0,2.0,173.4121823310852,66.0000005364418,5.0,122.29230552911758,425.9712987095117,5.000000144541263,smart,1
7.0,1.0,172.00000047683716,71.00000023841858,3.0,100.00000149011612,80.00000086426735,2.999999901652336,Hello World,1
12.0,2.0,180.99999904632568,67.58064419031143,5.0,122.29230552911758,100.00000108033417,3.8815365538001063,I don’t know,1
12.0,2.0,172.99999952316284,67.58064419031143,3.0,130.00000417232513,425.9712987095117,0.9999999672174454,,1
7.0,1.0,170.99999904632568,73.00000011920929,2.0,122.29230552911758,400.0000043213367,1.9999999344348909,,1
7.0,2.0,167.00000047683716,63.00000071525574,3.0,122.29230552911758,1736.9999999999998,3.8815365538001063,,1
3.0,1.0,155.00000023841858,48.00000022351741,3.0,133.00000131130219,575.6829378008842,2.313889265060425,Hello world,2
7.0,1.0,172.99999952316284,73.00000011920929,3.0,50.0,5.000000054016709,0.4999999836087227,Oh,1
6.0,1.0,160.0000003874302,53.360000133514404,5.0,145.9999978542328,500.0000008940696,8.199999928474426,"I'm a common girl, just like others.",2
8.0,2.0,167.99999952316284,63.00000071525574,2.0,80.00000044703484,327.99999319016933,1.9999999344348909,,1
5.0,1.0,161.03214240074158,49.000000163912766,3.0,87.00000047683716,575.6829378008842,2.313889265060425,Hi,2
11.0,2.0,167.00000047683716,53.0000002682209,3.0,80.00000044703484,425.9712987095117,5.000000144541263,humorous,1
4.0,2.0,157.00000029802322,70.00000047683716,4.0,121.99999839067459,350.00000098347664,0.7900000363588333,I don't want to be defined.,2
5.0,2.0,167.99999964237213,49.000000163912766,1.0,87.00000047683716,2000.0000000000002,2.313889265060425,Hi,2
10.0,1.0,172.00000047683716,71.00000023841858,3.0,100.00000149011612,80.00000086426735,2.999999901652336,Hello World,1
12.0,1.0,179.00000095367432,73.00000011920929,4.0,101.0000005364418,425.9712987095117,15.000000125169754,Cool,1
11.0,2.0,173.4121823310852,67.58064419031143,5.0,200.0,256.0000079423189,7.9999997377395635,,1
12.0,2.0,180.0,66.0000005364418,4.0,122.29230552911758,10.000000108033419,3.8815365538001063,Smart,1
6.0,1.0,161.03214240074158,48.00000022351741,4.0,132.25000202655792,700.0000007748604,5.0,I am who I am,2
4.0,2.0,179.00000095367432,86.00000143051147,4.0,122.29230552911758,351.000012204051,0.00014999999880274117,,1
7.0,2.0,185.0,84.99999940395355,3.0,90.00000208616257,100.00000108033417,10.000000289082527,Zzzz,1
4.0,2.0,173.4121823310852,66.0000005364418,2.0,180.0000011920929,0.0,0.0,123,1
10.0,2.0,177.99999952316284,67.58064419031143,4.0,130.00000417232513,200.00000216066834,3.9999998688697818,Less is more,1
12.0,2.0,180.0,67.58064419031143,4.0,180.0000011920929,425.9712987095117,0.9999999672174454,Smart,1
6.0,2.0,161.0000004172325,50.00000010430813,2.0,120.00000029802322,575.6829378008842,2.313889265060425,Beautiful,2
2.0,2.0,163.99999976158142,67.58064419031143,2.0,115.00000059604645,425.9712987095117,0.9999999672174454,Always smile,1
7.0,1.0,180.0,67.58064419031143,3.0,100.00000149011612,100.00000108033417,3.8815365538001063,Hello,1
8.0,1.0,173.4121823310852,100.00000059604645,3.0,200.0,425.9712987095117,3.8815365538001063,GOAT,1
6.0,2.0,154.00000020861626,53.360000133514404,5.0,120.00000029802322,575.6829378008842,0.010000000474974513,,2
7.0,1.0,173.4121823310852,66.0000005364418,3.0,110.00000089406967,560.0000060498714,0.9999999672174454,Good,1
4.0,2.0,172.00000047683716,70.00000029802322,3.0,150.00000298023224,1211.9999846220016,0.9999999672174454,XD,1
5.0,1.0,170.0,63.00000071525574,3.0,143.99999976158142,629.0000113248825,1.39999992325902,,1
7.0,2.0,174.00000095367432,67.58064419031143,3.0,96.99999988079071,30.000000324100252,0.9999999672174454,couchpotatos,1
10.0,2.0,167.00000047683716,47.00000010430813,2.0,87.00000047683716,87.00000158697367,3.8815365538001063,Sleep,1
3.0,2.0,165.0,57.00000002980232,5.0,180.0000011920929,599.000004529953,0.30000000558793544,,1
6.0,1.0,162.00000044703484,54.00000038743019,4.0,110.00000089406967,264.99999210238457,1.0000000149011612,Nice,2
7.0,2.0,170.0,67.58064419031143,3.0,51.00000002421439,0.0,6.769999784231186,hopeless,1
7.0,2.0,172.99999952316284,58.00000101327896,5.0,130.00000417232513,200.00000216066834,3.8815365538001063,Good Morning,1
7.0,2.0,172.99999952316284,58.00000101327896,3.0,130.00000417232513,425.9712987095117,3.8815365538001063,,1
8.0,2.0,170.99999904632568,44.00000002235174,4.0,100.00000149011612,299.99999029934406,2.4099999703466892,I'm nice,1
7.0,2.0,172.00000047683716,53.0000002682209,3.0,100.00000149011612,100.00000108033417,5.000000144541263,handsome,1
11.0,1.0,163.00000047683716,55.000000327825546,3.0,110.00000089406967,300.00000101327896,0.0,misaka mikoto,2
12.0,1.0,179.00000095367432,73.00000011920929,4.0,101.0000005364418,400.0000043213367,3.8815365538001063,Cool,1
12.0,2.0,180.0,80.00000178813934,3.0,122.29230552911758,802.9999886155127,0.0,,1
6.0,2.0,161.03214240074158,58.00000014901161,3.0,180.0000011920929,833.9999804496765,0.003000000142492354,,2
5.0,2.0,175.99999904632568,65.00000059604645,5.0,180.0000011920929,425.9712987095117,0.4999999836087227,The color of Happy is orange,1
6.0,1.0,151.0000001192093,53.000000447034836,5.0,100.00000149011612,200.0000010728836,1.0000000149011612,I’m happy.,2
7.0,2.0,170.0,67.58064419031143,2.0,120.00000029802322,413.0000038146972,3.8815365538001063,Handsome,1
6.0,2.0,161.03214240074158,49.000000163912766,5.0,130.00000417232513,402.999999165535,2.313889265060425,,2
5.0,1.0,172.99999952316284,55.00000014901161,5.0,122.29230552911758,499.9999924600124,3.8815365538001063,,1
7.0,2.0,167.00000047683716,67.00000047683716,2.0,130.00000417232513,425.9712987095117,2.999999901652336,,1
7.0,2.0,167.00000047683716,67.58064419031143,2.0,130.00000417232513,299.99999029934406,3.8815365538001063,Awesome,1
7.0,2.0,180.0,76.00000202655792,5.0,132.0000022649765,249.9999962300062,3.8815365538001063,I'm a positive person.,1
10.0,2.0,173.4121823310852,72.00000017881393,4.0,127.99999713897705,156.99999587237835,1.2000000223517417,Takami Chika <3,1
4.0,1.0,190.0,67.58064419031143,1.0,50.0,425.9712987095117,3.8815365538001063,,1
5.0,2.0,165.0,67.58064419031143,2.0,130.00000417232513,400.0000043213367,0.4999999836087227,123,1
12.0,2.0,172.00000047683716,66.0000005364418,5.0,180.0000011920929,425.9712987095117,5.000000144541263,smart,1
10.0,1.0,172.00000047683716,67.58064419031143,3.0,122.29230552911758,80.00000086426735,2.999999901652336,Hello World,1
12.0,1.0,180.99999904632568,67.58064419031143,3.0,200.0,100.00000108033417,3.8815365538001063,I don’t know,1
12.0,2.0,172.99999952316284,60.00000089406967,5.0,130.00000417232513,425.9712987095117,0.9999999672174454,Hungry,1
7.0,2.0,173.4121823310852,73.00000011920929,2.0,180.0000011920929,400.0000043213367,3.8815365538001063,Handsome,1
7.0,2.0,173.4121823310852,63.00000071525574,5.0,144.9999988079071,425.9712987095117,0.9999999672174454,,1
3.0,2.0,155.00000023841858,48.00000022351741,3.0,133.00000131130219,1099.9999409914017,5.0,Hello world,2
7.0,1.0,172.99999952316284,73.00000011920929,3.0,50.0,5.000000054016709,3.8815365538001063,,1
6.0,1.0,160.0000003874302,55.000000327825546,5.0,145.9999978542328,500.0000008940696,8.199999928474426,"I'm a common girl, just like others.",2
8.0,2.0,167.99999952316284,63.00000071525574,3.0,80.00000044703484,327.99999319016933,1.9999999344348909,Fat man,1
5.0,1.0,161.03214240074158,49.000000163912766,3.0,87.00000047683716,575.6829378008842,2.313889265060425,Hi,2
7.0,2.0,167.00000047683716,53.0000002682209,4.0,80.00000044703484,425.9712987095117,3.8815365538001063,humorous,1
4.0,2.0,157.00000029802322,70.00000047683716,4.0,121.99999839067459,575.6829378008842,0.7900000363588333,I don't want to be defined.,2
5.0,1.0,167.99999964237213,49.000000163912766,1.0,87.00000047683716,2000.0000000000002,2.313889265060425,Hi,2
10.0,1.0,172.00000047683716,71.00000023841858,3.0,100.00000149011612,80.00000086426735,2.999999901652336,,1
12.0,1.0,179.00000095367432,73.00000011920929,4.0,101.0000005364418,400.0000043213367,3.8815365538001063,,1
11.0,2.0,173.4121823310852,67.58064419031143,5.0,122.29230552911758,425.9712987095117,3.8815365538001063,QAQ,1
12.0,2.0,173.4121823310852,66.0000005364418,4.0,180.0000011920929,10.000000108033419,0.9999999672174454,Smart,1
5.0,2.0,155.00000023841858,48.00000022351741,4.0,132.25000202655792,700.0000007748604,5.0,I am who I am,2
4.0,2.0,179.00000095367432,67.58064419031143,3.0,134.99999940395355,351.000012204051,3.8815365538001063,peace,1
7.0,2.0,185.0,84.99999940395355,4.0,90.00000208616257,100.00000108033417,10.000000289082527,Zzzz,1
4.0,2.0,180.0,66.0000005364418,3.0,180.0000011920929,425.9712987095117,0.0,123,1
10.0,1.0,177.99999952316284,63.00000071525574,4.0,130.00000417232513,200.00000216066834,3.8815365538001063,Less is more,1
12.0,2.0,180.0,66.0000005364418,3.0,180.0000011920929,10.000000108033419,3.8815365538001063,,1
6.0,2.0,161.0000004172325,50.00000010430813,2.0,120.00000029802322,150.00000110268593,2.313889265060425,,2
2.0,2.0,163.99999976158142,66.0000005364418,3.0,115.00000059604645,425.9712987095117,0.9999999672174454,Always smile,1
4.0,1.0,180.0,70.00000029802322,4.0,100.00000149011612,100.00000108033417,3.8815365538001063,Hello,1
7.0,1.0,173.4121823310852,100.00000059604645,1.0,200.0,425.9712987095117,3.8815365538001063,GOAT,1
3.0,2.0,154.00000020861626,46.00000008195638,5.0,120.00000029802322,69.99999668449163,0.010000000474974513,Optimistic,2
8.0,1.0,175.0,66.0000005364418,3.0,110.00000089406967,560.0000060498714,0.9999999672174454,,1
4.0,2.0,172.00000047683716,70.00000029802322,3.0,150.00000298023224,425.9712987095117,0.9999999672174454,XD,1
5.0,2.0,170.0,63.00000071525574,2.0,143.99999976158142,629.0000113248825,1.39999992325902,,1
7.0,2.0,174.00000095367432,67.00000047683716,3.0,96.99999988079071,30.000000324100252,0.9999999672174454,,1
10.0,2.0,173.4121823310852,47.00000010430813,2.0,122.29230552911758,87.00000158697367,0.0,Sleep,1
3.0,2.0,173.4121823310852,57.00000002980232,3.0,180.0000011920929,425.9712987095117,3.8815365538001063,OAO,1
10.0,1.0,162.00000044703484,53.360000133514404,4.0,132.25000202655792,264.99999210238457,1.0000000149011612,,2
4.0,2.0,170.0,55.00000014901161,3.0,122.29230552911758,0.0,6.769999784231186,hopeless,1
7.0,2.0,172.99999952316284,58.00000101327896,3.0,130.00000417232513,200.00000216066834,3.8815365538001063,Good Morning,1
7.0,2.0,172.99999952316284,58.00000101327896,5.0,130.00000417232513,200.00000216066834,3.8815365538001063,Good Morning,1
8.0,2.0,170.99999904632568,44.00000002235174,4.0,100.00000149011612,299.99999029934406,2.4099999703466892,I'm nice,1
7.0,2.0,173.4121823310852,53.0000002682209,3.0,100.00000149011612,100.00000108033417,5.000000144541263,handsome,1
11.0,1.0,163.00000047683716,55.000000327825546,3.0,132.25000202655792,300.00000101327896,0.0,misaka mikoto,2
7.0,1.0,179.00000095367432,73.00000011920929,4.0,101.0000005364418,400.0000043213367,15.000000125169754,Cool,1
12.0,2.0,180.0,67.58064419031143,4.0,101.0000005364418,425.9712987095117,0.0,Lazy,1
11.0,2.0,156.0000002682209,58.00000014901161,3.0,180.0000011920929,575.6829378008842,0.003000000142492354,I don't know.,2
7.0,2.0,175.99999904632568,67.58064419031143,5.0,122.29230552911758,400.0000043213367,0.4999999836087227,The color of Happy is orange,1
11.0,1.0,161.03214240074158,53.000000447034836,5.0,132.25000202655792,200.0000010728836,1.0000000149011612,,2
7.0,2.0,170.0,67.58064419031143,2.0,120.00000029802322,413.0000038146972,19.589999771118165,Handsome,1
5.0,2.0,158.00000032782555,49.000000163912766,5.0,130.00000417232513,402.999999165535,0.0,introvert,2
